plant,recall@10,recall@20,ndcg@10,ndcg@20,rank_first
Ligustrum vulgare,0.2727272727272727,0.36363636363636365,0.38113435412202007,0.40790348067573495,1.0
Lilium kelloggii,0.0,0.0,0.0,0.0,106.0
Limonium californicum,0.0,1.0,0.0,0.27894294565112987,11.0
Limonium sinuatum,0.09090909090909091,0.2727272727272727,0.08514311764162101,0.19071851967810122,5.0
Linum bienne,0.0,0.0,0.0,0.0,64.0
Liriodendron tulipifera,0.13636363636363635,0.13636363636363635,0.6901935063354876,0.44542835310800394,1.0
Lithophragma affine,0.0,0.0,0.0,0.0,1144.0
Lithophragma glabrum,0.0,0.0,0.0,0.0,26.0
Lithospermum occidentale,0.16666666666666666,0.3333333333333333,0.30260241349881345,0.38005592956065276,1.0
Lobelia inflata,0.03571428571428571,0.03571428571428571,0.06943122193677728,0.04480864360167173,8.0
Lomatium dasycarpum,0.16666666666666666,0.16666666666666666,0.14465249243306438,0.12905373653965083,6.0
Lonicera caerulea,0.0,0.0,0.0,0.0,85.0
Lonicera conjugialis,0.0,0.0,0.0,0.0,198.0
Lonicera japonica,0.10526315789473684,0.23684210526315788,0.5033242827953465,0.5050643984070833,1.0
Lonicera villosa,0.0,0.0,0.0,0.0,68.0
Lotus corniculatus,0.017241379310344827,0.07758620689655173,0.29849003527675555,0.4429452192850666,1.0
Ludwigia maritima,1.0,1.0,1.0,1.0,1.0
Luina hypoleuca,0.5,1.0,0.38685280723454163,0.5437927516124715,2.0
Lupinus albifrons,0.16666666666666666,0.2222222222222222,0.2528410271851775,0.21032683002510125,3.0
Lupinus arboreus,0.18181818181818182,0.18181818181818182,0.14465249243306438,0.13628550990801547,6.0
Lupinus arbustus,0.0,0.14285714285714285,0.0,0.06258116307550304,20.0
Lupinus pusillus,0.0,0.2,0.0,0.07721668828275381,20.0
Lycium barbarum,0.4,0.4,0.32703966649239957,0.32703966649239957,2.0
Lycium berlandieri,0.0,0.0,0.0,0.0,130.0
Lycium brevipes,0.3333333333333333,0.6666666666666666,0.22578419899983795,0.36591307108128884,4.0
Lycium californicum,0.16666666666666666,0.16666666666666666,0.09109240322345806,0.09109240322345806,9.0
Lycium cooperi,0.25,0.375,0.1698945472148159,0.23824931638660565,6.0
Lycopus americanus,0.0,0.058823529411764705,0.0,0.03939606769505741,15.0
Lysimachia clethroides,0.041666666666666664,0.11458333333333333,0.3378862576543199,0.4710152942010509,3.0
Magnolia virginiana,0.0,0.2,0.0,0.08479005131840403,15.0
Malacothamnus fasciculatus,0.10714285714285714,0.14285714285714285,0.2816575879096919,0.21463758125047794,2.0
Malacothamnus jonesii,0.0,0.0,0.0,0.0,188.0
Malosma laurina,0.044444444444444446,0.1111111111111111,0.18340980524840014,0.2195181357978853,3.0
Malvaviscus arboreus,0.17142857142857143,0.2571428571428571,0.6457545768494585,0.5279503174574488,1.0
Marshallia caespitosa,0.14285714285714285,0.14285714285714285,0.07945707943276742,0.07945707943276742,10.0
Mecardonia acuminata,0.0,0.0,0.0,0.0,31.0
Medeola virginiana,0.0,0.0,0.0,0.0,129.0
Medicago lupulina,0.061224489795918366,0.12244897959183673,0.36288691033421755,0.3462430396335811,1.0
Melilotus officinalis,0.045454545454545456,0.05303030303030303,0.4864714502499671,0.34739028133399746,3.0
Melothria pendula,0.0,0.0,0.0,0.0,46.0
Menyanthes trifoliata,0.0,0.0,0.0,0.0,147.0
Mertensia longiflora,0.0,0.0,0.0,0.0,110.0
Mertensia virginica,0.10869565217391304,0.17391304347826086,0.5645441593704202,0.4708663761439955,1.0
Micranthes occidentalis,0.0,0.0,0.0,0.0,845.0
Micranthes petiolaris,0.5,0.5,0.38685280723454163,0.38685280723454163,2.0
Mikania scandens,0.05319148936170213,0.0851063829787234,0.4924605972327181,0.4264628106297446,2.0
Mirabilis laevis,0.23529411764705882,0.29411764705882354,0.5103515512676449,0.4093654064670844,1.0
Mitella diphylla,0.0,0.0,0.0,0.0,3089.0
Monardella breweri,0.0,0.16666666666666666,0.0,0.06889356673757306,20.0
Monoptilon bellioides,0.0,0.6666666666666666,0.0,0.21542167736282375,19.0
Mucronea californica,0.0,0.0,0.0,0.0,313.0
Muscari neglectum,0.08333333333333333,0.08333333333333333,0.09478836436955079,0.08456675994043421,4.0
Myosotis discolor,0.0,0.0,0.0,0.0,35.0
Myosotis verna,0.05263157894736842,0.05263157894736842,0.07839826897867534,0.05228654033924595,6.0
Nabalus albus,0.0,0.0,0.0,0.0,74.0
Nabalus altissimus,0.25,0.25,0.15101961822780524,0.15101961822780524,5.0
Nabalus racemosus,0.0,0.2,0.0,0.08681077623592635,14.0
Nabalus trifoliolatus,0.0,0.4,0.0,0.17387032153663842,13.0
Nandina domestica,0.2,0.2,0.3391602052736161,0.3391602052736161,1.0
Narthecium californicum,0.0,0.0,0.0,0.0,31.0
Nassella pulchra,0.0,0.0,0.0,0.0,1122.0
Navarretia squarrosa,0.0,1.0,0.0,0.27023815442731974,12.0
Nemophila heterophylla,0.0,0.0,0.0,0.0,889.0
Neptunia lutea,0.0,0.0,0.0,0.0,56.0
Nigella damascena,0.0,0.2,0.0,0.09165402792833294,12.0
Nothochelone nemorosa,0.0,0.5,0.0,0.15693994437792994,14.0
Oenothera pallida,0.16666666666666666,0.3333333333333333,0.15130120674940672,0.22253651209328454,3.0
Oenothera simulans,0.0,0.0,0.0,0.0,62.0
Oenothera speciosa,0.11864406779661017,0.1864406779661017,0.7819835854675756,0.6451833817793629,1.0
Oenothera suffulta,0.0,0.3333333333333333,0.0,0.12681701683239352,12.0
Oenothera triloba,0.0,1.0,0.0,0.227670248696953,20.0
Opuntia cymochila,0.0,0.0,0.0,0.0,219.0
Opuntia rufida,0.0,0.0,0.0,0.0,89.0
Orthocarpus cuspidatus,0.3333333333333333,0.3333333333333333,0.20210734650054757,0.20210734650054757,4.0
Orthocarpus luteus,0.0,0.0,0.0,0.0,103.0
Osmadenia tenella,0.0,0.0,0.0,0.0,273.0
Oxalis californica,0.0,0.0,0.0,0.0,52.0
Oxydendrum arboreum,0.25,0.375,0.15291137700635812,0.21614705269827242,8.0
Oxypolis rigidior,0.06666666666666667,0.06666666666666667,0.1100458831490401,0.08530460913930238,3.0
Packera paupercula,0.0,0.08333333333333333,0.0,0.04470486007704453,20.0
Palafoxia feayi,0.0,0.1,0.0,0.061393045604746566,11.0
Paspalum notatum,0.5,0.5,0.3638184934971571,0.3638184934971571,2.0
Pectis papposa,0.21052631578947367,0.2631578947368421,0.37576775259321094,0.28916612689607396,2.0
Pedicularis racemosa,0.25,0.5,0.21657136003619626,0.34319664398361865,3.0
Pediocactus nigrispinus,0.0,0.0,0.0,0.0,24.0
Pediomelum argophyllum,0.5,0.5,0.5294362295028773,0.5294362295028773,1.0
Penstemon confertus,0.15789473684210525,0.3684210526315789,0.25329540411053186,0.3188746124536233,4.0
Penstemon eatonii,0.0,0.0,0.0,0.0,35.0
Penstemon palmeri,0.0,0.0,0.0,0.0,51.0
Penstemon spectabilis,0.0,0.05555555555555555,0.0,0.04106201550921228,12.0
Perideridia gairdneri,0.25,0.25,0.2026146921012121,0.2026146921012121,3.0
Persicaria longiseta,0.11764705882352941,0.17647058823529413,0.17947710508581738,0.16560117990321682,3.0
Persicaria pensylvanica,0.09090909090909091,0.12121212121212122,0.29736948361453563,0.23153362220903068,2.0
Petasites frigidus,0.09090909090909091,0.18181818181818182,0.06362078819895173,0.11301660819641553,10.0
Phacelia hirsuta,0.0,0.0,0.0,0.0,18754.0
Phacelia imbricata,0.125,0.125,0.09785159463516042,0.09785159463516042,5.0
Phacelia nemoralis,0.0,0.16666666666666666,0.0,0.07745351606183934,14.0
Phacelia parryi,0.0,0.5,0.0,0.14186890186599416,19.0
Phacelia pedicellata,0.0,1.0,0.0,0.27894294565112987,11.0
Phleum pratense,0.0,0.2,0.0,0.14237861844865674,11.0
Phlox stolonifera,0.0,0.0,0.0,0.0,23.0
Pholistoma membranaceum,0.0,0.0,0.0,0.0,32.0
Phyla nodiflora,0.031746031746031744,0.047619047619047616,0.5321408435198609,0.41940368023400404,1.0
Physalis angulata,0.0,0.0,0.0,0.0,50.0
Physocarpus intermedius,0.125,0.125,0.09785159463516042,0.09785159463516042,5.0
Physocarpus opulifolius,0.056338028169014086,0.08450704225352113,0.3101713436465379,0.2664769195697142,4.0
Physostegia purpurea,0.0,0.0,0.0,0.0,77.0
Pinguicula planifolia,0.0,0.0,0.0,0.0,294.0
Platanthera ciliaris,0.3333333333333333,0.3333333333333333,0.23811292043488155,0.23811292043488155,4.0
Platanthera grandiflora,0.0,0.0,0.0,0.0,28.0
Platanthera integrilabia,0.0,0.0,0.0,0.0,34.0
Plumbago auriculata,0.13043478260869565,0.21739130434782608,0.2394408568026152,0.22478749347496335,4.0
Poa pratensis,0.0,0.08333333333333333,0.0,0.0724476104213654,12.0
Polanisia dodecandra,0.2727272727272727,0.2727272727272727,0.5965173333990071,0.3849728097661126,1.0
Polygonatum biflorum,0.0,0.09090909090909091,0.0,0.07281676027485895,13.0
Polytaenia texana,0.05263157894736842,0.05263157894736842,0.1100458831490401,0.07339343818937279,3.0
Pombalia verticillata,1.0,1.0,0.3333333333333333,0.3333333333333333,7.0
Portulaca amilis,0.0,0.0,0.0,0.0,223.0
Portulaca pilosa,0.1,0.2,0.06362078819895173,0.1137291353681873,10.0
Potentilla argentea,0.0,0.125,0.0,0.06323567569191428,15.0
Potentilla thurberi,0.0,0.0,0.0,0.0,14265.0
Primula hendersonii,0.125,0.375,0.07979453856244818,0.2066747383324185,8.0
Primula tetrandra,0.0,0.0,0.0,0.0,63.0
Prunella vulgaris,0.03968253968253968,0.07936507936507936,0.5572998242663683,0.5358571612781174,1.0
Prunus americana,0.07246376811594203,0.10144927536231885,0.42696207545852366,0.34339568358835537,3.0
Prunus andersonii,0.25,0.25,0.11284514134893527,0.11284514134893527,10.0
Prunus cerasifera,0.25,0.25,0.3903800499921017,0.3903800499921017,1.0
Pseudognaphalium californicum,0.08333333333333333,0.25,0.07336392209936006,0.16258120465876405,7.0
Pulsatilla nuttalliana,0.1875,0.1875,0.33405144466421566,0.24857237531753157,2.0
