plant,pollinator,lat_bin,lon_bin,overlap
Asclepias syriaca,Euphyes vestris,39.0,-88.5,0.24915824915824913
Asclepias syriaca,Euphyes vestris,40.5,-84.0,0.46543778801843316
Asclepias syriaca,Euphyes vestris,39.0,-79.5,0.609347442680776
Asclepias syriaca,Euphyes vestris,45.0,-93.0,0.475
Larrea tridentata,Apis mellifera,31.5,-115.5,0.3291666666666667
Larrea tridentata,Apis mellifera,31.5,-112.5,0.41508964143426297
Larrea tridentata,Apis mellifera,36.0,-115.5,0.48085465590966336
Larrea tridentata,Apis mellifera,36.0,-118.5,0.40986394557823125
Larrea tridentata,Apis mellifera,33.0,-117.0,0.662845201364129
Larrea tridentata,Apis mellifera,28.5,-105.0,0.46923076923076923
Larrea tridentata,Apis mellifera,33.0,-114.0,0.22807017543859648
Larrea tridentata,Apis mellifera,34.5,-117.0,0.5286855482933914
Larrea tridentata,Apis mellifera,28.5,-103.5,0.4861751152073732
Larrea tridentata,Apis mellifera,33.0,-112.5,0.5646679888932964
Larrea tridentata,Apis mellifera,34.5,-118.5,0.28615384615384615
Larrea tridentata,Apis mellifera,34.5,-115.5,0.4947447447447447
Larrea tridentata,Apis mellifera,33.0,-115.5,0.45254237288135596
Larrea tridentata,Apis mellifera,31.5,-117.0,0.4816553415624623
Larrea tridentata,Apis mellifera,31.5,-114.0,0.3826086956521739
Larrea tridentata,Apis mellifera,31.5,-108.0,0.4124748490945674
Larrea tridentata,Apis mellifera,36.0,-117.0,0.37006237006237
Larrea tridentata,Apis mellifera,31.5,-111.0,0.4249295911430514
Asclepias syriaca,Bombus griseocollis,40.5,-82.5,0.5681305398871878
Asclepias syriaca,Bombus griseocollis,37.5,-96.0,0.17759562841530055
Asclepias syriaca,Bombus griseocollis,36.0,-82.5,0.6438474295190714
Asclepias syriaca,Bombus griseocollis,37.5,-87.0,0.5121212121212121
Asclepias syriaca,Bombus griseocollis,37.5,-78.0,0.6043789422610384
Asclepias syriaca,Bombus griseocollis,42.0,-78.0,0.45530145530145527
Asclepias syriaca,Bombus griseocollis,43.5,-90.0,0.43792611384176316
Asclepias syriaca,Bombus griseocollis,34.5,-84.0,0.4802744425385935
Asclepias syriaca,Bombus griseocollis,43.5,-72.0,0.30925589836660616
Asclepias syriaca,Bombus griseocollis,39.0,-84.0,0.5720140515222482
Asclepias syriaca,Bombus griseocollis,39.0,-75.0,0.4759540800496432
Asclepias syriaca,Bombus griseocollis,37.5,-85.5,0.5052078616067386
Asclepias syriaca,Bombus griseocollis,42.0,-85.5,0.39555052790346906
Asclepias syriaca,Bombus griseocollis,37.5,-76.5,0.7494572297003907
Asclepias syriaca,Bombus griseocollis,42.0,-76.5,0.3137254901960784
Asclepias syriaca,Bombus griseocollis,34.5,-82.5,0.5012820512820513
Asclepias syriaca,Bombus griseocollis,43.5,-70.5,0.4082687338501292
Asclepias syriaca,Bombus griseocollis,40.5,-75.0,0.5410393059795451
Asclepias syriaca,Bombus griseocollis,40.5,-73.5,0.5463789490025616
Asclepias syriaca,Bombus griseocollis,42.0,-90.0,0.48529198246072536
Asclepias syriaca,Bombus griseocollis,37.5,-81.0,0.3142857142857143
Asclepias syriaca,Bombus griseocollis,43.5,-93.0,0.24993994715349507
Asclepias syriaca,Bombus griseocollis,42.0,-88.5,0.37698567708333336
Asclepias syriaca,Bombus griseocollis,42.0,-79.5,0.34594594594594597
Asclepias syriaca,Bombus griseocollis,43.5,-91.5,0.298728813559322
Asclepias syriaca,Bombus griseocollis,40.5,-87.0,0.5245810055865923
Asclepias syriaca,Bombus griseocollis,36.0,-81.0,0.632416458285974
Asclepias syriaca,Bombus griseocollis,45.0,-94.5,0.3157996146435453
Asclepias syriaca,Bombus griseocollis,40.5,-76.5,0.460290216882509
Asclepias syriaca,Bombus griseocollis,37.5,-93.0,0.5892100192678228
Asclepias syriaca,Bombus griseocollis,45.0,-85.5,0.5210884353741496
Asclepias syriaca,Bombus griseocollis,37.5,-84.0,0.45864661654135336
Asclepias syriaca,Bombus griseocollis,36.0,-79.5,0.5955791213331496
Asclepias syriaca,Bombus griseocollis,43.5,-87.0,0.5909090909090908
Asclepias syriaca,Bombus griseocollis,42.0,-72.0,0.4896578628463288
Asclepias syriaca,Bombus griseocollis,39.0,-87.0,0.5859080210707214
Asclepias syriaca,Bombus griseocollis,39.0,-78.0,0.7083408840052059
Asclepias syriaca,Bombus griseocollis,43.5,-94.5,0.3374921963938159
Asclepias syriaca,Bombus griseocollis,43.5,-73.5,0.5547892720306513
Asclepias syriaca,Bombus griseocollis,39.0,-85.5,0.7093262632563943
Asclepias syriaca,Bombus griseocollis,40.5,-81.0,0.42261072261072263
Asclepias syriaca,Bombus griseocollis,39.0,-76.5,0.6042545748704606
Asclepias syriaca,Bombus griseocollis,40.5,-72.0,0.5790128305839225
Asclepias syriaca,Bombus griseocollis,40.5,-97.5,0.33413659712093347
Asclepias syriaca,Bombus griseocollis,40.5,-88.5,0.5937195350581177
Asclepias syriaca,Bombus griseocollis,40.5,-79.5,0.7185185185185186
Asclepias syriaca,Bombus griseocollis,40.5,-70.5,0.7195340501792113
Asclepias syriaca,Bombus griseocollis,42.0,-84.0,0.4189625450556339
Asclepias syriaca,Bombus griseocollis,46.5,-97.5,0.3474842767295597
Asclepias syriaca,Bombus griseocollis,42.0,-75.0,0.21990449861774314
Asclepias syriaca,Bombus griseocollis,34.5,-81.0,0.672112462006079
Asclepias syriaca,Bombus griseocollis,43.5,-69.0,0.35526315789473684
Asclepias syriaca,Bombus griseocollis,39.0,-81.0,0.7339040270074753
Asclepias syriaca,Bombus griseocollis,37.5,-82.5,0.4393939393939394
Asclepias syriaca,Bombus griseocollis,42.0,-73.5,0.5797644539614561
Asclepias syriaca,Bombus griseocollis,43.5,-85.5,0.38223938223938225
Asclepias syriaca,Bombus griseocollis,40.5,-93.0,0.5304428044280443
Asclepias syriaca,Bombus griseocollis,34.5,-79.5,0.7117467043314502
Asclepias syriaca,Bombus griseocollis,39.0,-88.5,0.5330363067589345
Asclepias syriaca,Bombus griseocollis,40.5,-84.0,0.49987663459166054
Asclepias syriaca,Bombus griseocollis,39.0,-79.5,0.5238095238095238
Asclepias syriaca,Bombus griseocollis,45.0,-93.0,0.33035230352303524
Asclepias syriaca,Apis mellifera,40.5,-82.5,0.27365318873040195
Asclepias syriaca,Apis mellifera,37.5,-96.0,0.14110429447852763
Asclepias syriaca,Apis mellifera,36.0,-82.5,0.31526741293532334
Asclepias syriaca,Apis mellifera,37.5,-87.0,0.20051413881748076
Asclepias syriaca,Apis mellifera,37.5,-78.0,0.20614519992629443
Asclepias syriaca,Apis mellifera,42.0,-78.0,0.20018535681186284
Asclepias syriaca,Apis mellifera,43.5,-90.0,0.35761589403973515
Asclepias syriaca,Apis mellifera,34.5,-84.0,0.2154046997389034
Asclepias syriaca,Apis mellifera,43.5,-72.0,0.2885334441213128
Asclepias syriaca,Apis mellifera,39.0,-84.0,0.25146231721034873
Asclepias syriaca,Apis mellifera,39.0,-75.0,0.20712705144753826
Asclepias syriaca,Apis mellifera,37.5,-85.5,0.28711136235161105
Asclepias syriaca,Apis mellifera,42.0,-85.5,0.28756058158319875
Asclepias syriaca,Apis mellifera,37.5,-76.5,0.31063829787234043
Asclepias syriaca,Apis mellifera,42.0,-76.5,0.1724137931034483
Asclepias syriaca,Apis mellifera,34.5,-82.5,0.23407643312101914
Asclepias syriaca,Apis mellifera,43.5,-70.5,0.28946476964769646
Asclepias syriaca,Apis mellifera,40.5,-75.0,0.29304441004076615
Asclepias syriaca,Apis mellifera,40.5,-73.5,0.24860387839111242
Asclepias syriaca,Apis mellifera,42.0,-90.0,0.3219099993293542
Asclepias syriaca,Apis mellifera,37.5,-81.0,0.3548022598870057
Asclepias syriaca,Apis mellifera,43.5,-93.0,0.2702898550724637
Asclepias syriaca,Apis mellifera,42.0,-88.5,0.3136363636363636
Asclepias syriaca,Apis mellifera,42.0,-79.5,0.2542372881355932
Asclepias syriaca,Apis mellifera,43.5,-91.5,0.21000000000000002
Asclepias syriaca,Apis mellifera,40.5,-87.0,0.21495327102803738
Asclepias syriaca,Apis mellifera,36.0,-81.0,0.2709391202095248
Asclepias syriaca,Apis mellifera,45.0,-94.5,0.24269662921348314
Asclepias syriaca,Apis mellifera,40.5,-76.5,0.24222923749392908
Asclepias syriaca,Apis mellifera,37.5,-93.0,0.19617224880382778
Asclepias syriaca,Apis mellifera,45.0,-85.5,0.4516129032258065
Asclepias syriaca,Apis mellifera,37.5,-84.0,0.25384615384615383
Asclepias syriaca,Apis mellifera,36.0,-79.5,0.24022346368715086
Asclepias syriaca,Apis mellifera,43.5,-87.0,0.31304347826086953
Asclepias syriaca,Apis mellifera,42.0,-72.0,0.26759528716082986
Asclepias syriaca,Apis mellifera,39.0,-87.0,0.21021897810218976
Asclepias syriaca,Apis mellifera,39.0,-78.0,0.2544990886296927
Asclepias syriaca,Apis mellifera,43.5,-94.5,0.31157707613679975
Asclepias syriaca,Apis mellifera,43.5,-73.5,0.3283565794477361
Asclepias syriaca,Apis mellifera,39.0,-85.5,0.3004101161995899
Asclepias syriaca,Apis mellifera,40.5,-81.0,0.27793974732750243
Asclepias syriaca,Apis mellifera,39.0,-76.5,0.2961618203223488
Asclepias syriaca,Apis mellifera,40.5,-72.0,0.23211382971985894
Asclepias syriaca,Apis mellifera,40.5,-97.5,0.2493368700265252
Asclepias syriaca,Apis mellifera,40.5,-88.5,0.2981365159128978
Asclepias syriaca,Apis mellifera,40.5,-79.5,0.2490272373540856
Asclepias syriaca,Apis mellifera,40.5,-70.5,0.3783175888439046
Asclepias syriaca,Apis mellifera,42.0,-84.0,0.3112587670727206
Asclepias syriaca,Apis mellifera,46.5,-97.5,0.30612244897959184
Asclepias syriaca,Apis mellifera,42.0,-75.0,0.17325227963525835
Asclepias syriaca,Apis mellifera,34.5,-81.0,0.2685337726523888
Asclepias syriaca,Apis mellifera,43.5,-69.0,0.3008038585209003
Asclepias syriaca,Apis mellifera,39.0,-81.0,0.23095703125
Asclepias syriaca,Apis mellifera,37.5,-82.5,0.2237762237762238
Asclepias syriaca,Apis mellifera,42.0,-73.5,0.36413210445468513
Asclepias syriaca,Apis mellifera,43.5,-85.5,0.2863818424566088
Asclepias syriaca,Apis mellifera,40.5,-93.0,0.22560975609756098
Asclepias syriaca,Apis mellifera,34.5,-79.5,0.2391708039872224
Asclepias syriaca,Apis mellifera,39.0,-88.5,0.22494887525562374
Asclepias syriaca,Apis mellifera,40.5,-84.0,0.2373300370828183
Asclepias syriaca,Apis mellifera,39.0,-79.5,0.26321537789427696
Asclepias syriaca,Apis mellifera,45.0,-93.0,0.29064171122994653
