method,reference,cold_start,fc_source,ac_source,pr_auc,roc_auc,connectance,seconds,recall@10,recall@10_lo,recall@10_hi,ndcg@10,recall@20,recall@20_lo,recall@20_hi,ndcg@20,median_rank_first
svd_taxonomic,"Strydom et al. 2022, Methods Ecol Evol 13:2308",True,observed,modelled,0.004437229061152832,0.5422317263316573,0.001409631209996952,0.41056108474731445,0.059634536392848415,0.01683346970591216,0.11311819627516559,0.0724725676843024,0.07954969527303564,0.026077639210006054,0.1455344483854853,0.0744414625207438,47.0
congeneric,"phylogenetic-signal baseline; cf. Strydom et al. 2022, Methods Ecol Evol 13:2308",True,observed,modelled,0.0044946794334774455,0.49437801534159437,0.001409631209996952,0.783627986907959,0.054819062012156645,0.011857136629355298,0.10869752051018032,0.049145819346588474,0.06704094798167966,0.022674274764303122,0.12295293986873548,0.05378225034685132,70.0
popularity,"Aiyappa et al. 2025, ICML (arXiv:2405.14985)",True,observed,modelled,0.003987233615899781,0.4940578046882569,0.001409631209996952,0.16088008880615234,0.04067561807331628,0.004262574595055414,0.09240062872975276,0.04144553262294764,0.05531746614950217,0.014217771052044933,0.10841170407270426,0.051557378499355246,54.0
abundance,"Vázquez, Chacoff & Cagnolo 2009, Ecology 90:2039",True,observed,modelled,0.0023532926636774024,0.5882947082120015,0.001409631209996952,0.12637996673583984,0.02825224292615597,0.003616718426501035,0.06055900621118012,0.026083071469218348,0.03354398526481603,0.008927094416886286,0.06443914334849382,0.029444949079283484,92.0
pair_gbm,"Pichler et al. 2020, Methods Ecol Evol 11:281",True,observed,modelled,0.003856959848620606,0.5893300105744932,0.001409631209996952,24.248087406158447,0.02536231884057971,0.0,0.05797101449275362,0.028317443771713337,0.05416311452117078,0.014342941886899685,0.10736732736572888,0.043479570552184287,51.0
cooccurrence,"Blanchet, Cazelles & Gravel 2020, Ecology Letters 23:1050",True,observed,modelled,0.0016392506334072777,0.5295445031573652,0.001409631209996952,0.09498882293701172,0.014580157400291449,0.001278772378516624,0.03760231228923353,0.01206601822936058,0.015356554915819401,0.0016821946169772257,0.038193613277394914,0.01057871855439265,458.5
phenology_abundance,"Vizentin-Bugoni, Maruyama & Sazima 2014, Proc R Soc B 281:20132397",True,observed,modelled,0.0019026865217832522,0.538715902943782,0.001409631209996952,0.17701458930969238,0.012551759834368528,0.0,0.035196687370600416,0.016775092011009553,0.013830532212885153,0.0007763975155279503,0.036475459749117034,0.016508684378153317,481.0
lightfm,"Kula 2015, arXiv:1507.08439",True,observed,modelled,0.0013303246473937377,0.4825873106554986,0.001409631209996952,169.6426374912262,0.010869565217391304,0.0,0.03260869565217391,0.005156472016723831,0.010869565217391304,0.0,0.03260869565217391,0.005156472016723831,817.5
