model,recall@10,lo,hi,hit@10,t1_recall@10,t1_lo,t1_hi,n_t1_plants,best_val
twotower_bioclip2,0.2512310163015963,0.2285525530155599,0.27512087485521414,0.7269439421338155,0.4570399173037784,0.4067065467322732,0.5083250648543737,222,0.2858206729792422
