model,recall@10,lo,hi,hit@10,t1_recall@10,t1_lo,t1_hi,n_t1_plants,best_val
twotower_bioclip2img,0.25525619920737197,0.23107992271806313,0.27874959558119644,0.7251356238698011,0.4432257718892325,0.39304130406303617,0.4947398739767066,222,0.2824168786957536
