variant,curves,delta,head,recall@10,lo,hi,recall@50,hit@10,pooled_PR,t1_recall@10
curves+delta,True,both,retrieval,0.2573910261159536,0.2337089309004418,0.2833480045852478,0.5399219794980752,0.7269439421338155,0.8611026251224227,0.45694956666048436
curves+delta,True,both,compatibility,0.25982057743213266,0.23420340370812026,0.2854412525280869,0.5395233049762054,0.7323688969258589,0.8581875404515014,0.49814192937193585
curves_only,True,none,retrieval,0.2631116559064611,0.23927051702038893,0.28782247464434857,0.5344711230427533,0.7233273056057866,0.8609191372051497,0.4799808613765141
curves_only,True,none,compatibility,0.25952133448341713,0.23490406704992123,0.2839574464619715,0.5425936770234955,0.7197106690777577,0.8603956337088803,0.5003724914775035
delta_only,False,both,retrieval,0.23560456082219847,0.21241033843107107,0.2580462577229222,0.4992542674109975,0.6925858951175407,0.8548626403509515,0.4790845355380967
delta_only,False,both,compatibility,0.20060774595833267,0.17906092450744893,0.22166735570654064,0.43109988905050756,0.6528028933092225,0.8362781619114996,0.45967979223732414
no_temporal,False,none,retrieval,0.23714629708602325,0.21401147274150312,0.26114571865163716,0.5103314453796663,0.6871609403254972,0.8577987133602881,0.5060164142577468
no_temporal,False,none,compatibility,0.2310976017271538,0.20817499769629247,0.2548289951129465,0.48587569693674365,0.6763110307414105,0.8518124278683323,0.5030291449643828
