model,recall@10,lo,hi,hit@10,t1_recall@10,t1_lo,t1_hi,n_t1_plants,best_val
twotower_bioclip,0.2612005946949933,0.23776471517700384,0.2869070868187493,0.7359855334538878,0.47456483691791396,0.42797013438695775,0.525863553812797,222,0.2765651794980624
