model,recall@10,lo,hi,hit@10,t1_recall@10,t1_lo,t1_hi,n_t1_plants,best_val
twotower_none,0.22536488518773026,0.2014770723584318,0.24953154175939884,0.674502712477396,0.46851992148756605,0.4201751151188173,0.5189154780501337,222,0.2706396606115299
