plant,degree,genus_seen,r10_rank_n,hit_rank_n,r10_rank_tax,hit_rank_tax,r10_rank_n_tax,hit_rank_n_tax,r10_rank_n_tax_ldelta,hit_rank_n_tax_ldelta,r10_rank_full_tax,hit_rank_full_tax,r10_hyb_n_tax,hit_hyb_n_tax,r10_hyb_n_ldelta,hit_hyb_n_ldelta,r10_hyb_n_tax_ldelta,hit_hyb_n_tax_ldelta
Gutierrezia sarothrae,43,True,0.06976744186046512,1.0,0.16279069767441862,1.0,0.13953488372093023,1.0,0.11627906976744186,1.0,0.13953488372093023,1.0,0.06976744186046512,1.0,0.06976744186046512,1.0,0.06976744186046512,1.0
Halesia diptera,5,False,0.4,1.0,0.0,0.0,0.2,1.0,0.2,1.0,0.0,0.0,0.4,1.0,0.4,1.0,0.4,1.0
Hamamelis virginiana,16,True,0.1875,1.0,0.125,1.0,0.3125,1.0,0.3125,1.0,0.3125,1.0,0.1875,1.0,0.1875,1.0,0.1875,1.0
Hamelia patens,77,False,0.03896103896103896,1.0,0.025974025974025976,1.0,0.025974025974025976,1.0,0.09090909090909091,1.0,0.07792207792207792,1.0,0.03896103896103896,1.0,0.03896103896103896,1.0,0.025974025974025976,1.0
Hartwrightia floridana,3,False,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hedeoma pulegioides,19,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helianthella castanea,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helianthus argophyllus,1,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Helianthus giganteus,25,True,0.08,1.0,0.24,1.0,0.24,1.0,0.28,1.0,0.28,1.0,0.08,1.0,0.12,1.0,0.12,1.0
Helianthus mollis,24,True,0.08333333333333333,1.0,0.20833333333333334,1.0,0.20833333333333334,1.0,0.20833333333333334,1.0,0.20833333333333334,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0
Heliomeris multiflora,12,False,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.25,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0
Heliotropium indicum,4,True,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Helminthotheca echioides,55,False,0.07272727272727272,1.0,0.14545454545454545,1.0,0.14545454545454545,1.0,0.14545454545454545,1.0,0.07272727272727272,1.0,0.07272727272727272,1.0,0.10909090909090909,1.0,0.10909090909090909,1.0
Hesperocallis undulata,2,False,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heterotheca subaxillaris,54,True,0.09259259259259259,1.0,0.07407407407407407,1.0,0.07407407407407407,1.0,0.07407407407407407,1.0,0.07407407407407407,1.0,0.09259259259259259,1.0,0.09259259259259259,1.0,0.09259259259259259,1.0
Heuchera parviflora,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hexasepalum teres,19,False,0.05263157894736842,1.0,0.05263157894736842,1.0,0.21052631578947367,1.0,0.2631578947368421,1.0,0.2631578947368421,1.0,0.05263157894736842,1.0,0.05263157894736842,1.0,0.05263157894736842,1.0
Hibiscus coccineus,4,True,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
Hibiscus laevis,27,True,0.0,0.0,0.18518518518518517,1.0,0.2222222222222222,1.0,0.2222222222222222,1.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hibiscus syriacus,49,True,0.08163265306122448,1.0,0.061224489795918366,1.0,0.061224489795918366,1.0,0.08163265306122448,1.0,0.08163265306122448,1.0,0.08163265306122448,1.0,0.08163265306122448,1.0,0.08163265306122448,1.0
Hirschfeldia incana,73,False,0.1095890410958904,1.0,0.0410958904109589,1.0,0.0821917808219178,1.0,0.1095890410958904,1.0,0.1095890410958904,1.0,0.1095890410958904,1.0,0.1095890410958904,1.0,0.1095890410958904,1.0
Holocarpha virgata,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hordeum jubatum,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hymenothrix dissecta,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hymenoxys richardsonii,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hypericum fasciculatum,2,True,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hypericum galioides,2,True,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0
Hypericum mutilum,2,True,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0
Hypericum prolificum,37,True,0.08108108108108109,1.0,0.13513513513513514,1.0,0.13513513513513514,1.0,0.16216216216216217,1.0,0.16216216216216217,1.0,0.08108108108108109,1.0,0.08108108108108109,1.0,0.08108108108108109,1.0
Hypericum tetrapetalum,5,True,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0
Hypochaeris glabra,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hypoxis juncea,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Impatiens pallida,35,True,0.08571428571428572,1.0,0.14285714285714285,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.08571428571428572,1.0,0.08571428571428572,1.0,0.08571428571428572,1.0
Indigofera spicata,3,True,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,1.0
Inula helenium,24,False,0.125,1.0,0.125,1.0,0.125,1.0,0.125,1.0,0.16666666666666666,1.0,0.041666666666666664,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0
Ipomoea purpurea,37,True,0.02702702702702703,1.0,0.10810810810810811,1.0,0.08108108108108109,1.0,0.10810810810810811,1.0,0.10810810810810811,1.0,0.02702702702702703,1.0,0.02702702702702703,1.0,0.02702702702702703,1.0
Iris savannarum,4,True,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iva axillaris,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacobaea vulgaris,41,False,0.07317073170731707,1.0,0.07317073170731707,1.0,0.07317073170731707,1.0,0.07317073170731707,1.0,0.07317073170731707,1.0,0.0975609756097561,1.0,0.07317073170731707,1.0,0.07317073170731707,1.0
Jeffersonia diphylla,5,False,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.0,0.0,0.2,1.0,0.2,1.0,0.2,1.0
Johnstonella angustifolia,15,False,0.3333333333333333,1.0,0.13333333333333333,1.0,0.13333333333333333,1.0,0.13333333333333333,1.0,0.06666666666666667,1.0,0.3333333333333333,1.0,0.26666666666666666,1.0,0.26666666666666666,1.0
Justicia californica,24,True,0.25,1.0,0.041666666666666664,1.0,0.041666666666666664,1.0,0.08333333333333333,1.0,0.041666666666666664,1.0,0.20833333333333334,1.0,0.20833333333333334,1.0,0.20833333333333334,1.0
Justicia pilosella,1,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Kallstroemia grandiflora,6,True,0.16666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0
Kalmia microphylla,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keckiella rothrockii,3,True,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Kerria japonica,1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Kolkwitzia amabilis,18,False,0.05555555555555555,1.0,0.0,0.0,0.05555555555555555,1.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.05555555555555555,1.0,0.05555555555555555,1.0
Lactuca virosa,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lantana velutina,9,True,0.2222222222222222,1.0,0.2222222222222222,1.0,0.2222222222222222,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.2222222222222222,1.0,0.2222222222222222,1.0
Leontodon saxatilis,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leptosiphon androsaceus,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lespedeza bicolor,2,True,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0
Lespedeza capitata,46,True,0.06521739130434782,1.0,0.10869565217391304,1.0,0.10869565217391304,1.0,0.13043478260869565,1.0,0.13043478260869565,1.0,0.06521739130434782,1.0,0.06521739130434782,1.0,0.06521739130434782,1.0
Lespedeza stuevei,2,True,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0
Liatris elegantula,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liatris hirsuta,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liatris ligulistylis,26,True,0.11538461538461539,1.0,0.11538461538461539,1.0,0.11538461538461539,1.0,0.11538461538461539,1.0,0.19230769230769232,1.0,0.11538461538461539,1.0,0.11538461538461539,1.0,0.11538461538461539,1.0
Liatris quadriflora,7,True,0.0,0.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0
Ligustrum japonicum,18,True,0.1111111111111111,1.0,0.3333333333333333,1.0,0.3888888888888889,1.0,0.3888888888888889,1.0,0.2777777777777778,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0
Ligustrum lucidum,3,True,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Ligustrum vulgare,11,True,0.2727272727272727,1.0,0.36363636363636365,1.0,0.6363636363636364,1.0,0.45454545454545453,1.0,0.45454545454545453,1.0,0.2727272727272727,1.0,0.2727272727272727,1.0,0.2727272727272727,1.0
Lilium kelloggii,1,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Limonium californicum,1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Limonium sinuatum,11,True,0.2727272727272727,1.0,0.2727272727272727,1.0,0.2727272727272727,1.0,0.2727272727272727,1.0,0.36363636363636365,1.0,0.5454545454545454,1.0,0.0,0.0,0.0,0.0
Linum bienne,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liriodendron tulipifera,44,False,0.13636363636363635,1.0,0.045454545454545456,1.0,0.13636363636363635,1.0,0.11363636363636363,1.0,0.06818181818181818,1.0,0.13636363636363635,1.0,0.13636363636363635,1.0,0.13636363636363635,1.0
Lithophragma affine,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithophragma glabrum,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithospermum occidentale,6,True,0.16666666666666666,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0
Lobelia inflata,28,True,0.03571428571428571,1.0,0.25,1.0,0.07142857142857142,1.0,0.07142857142857142,1.0,0.07142857142857142,1.0,0.03571428571428571,1.0,0.03571428571428571,1.0,0.03571428571428571,1.0
Lomatium dasycarpum,12,True,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lonicera caerulea,36,True,0.0,0.0,0.19444444444444445,1.0,0.16666666666666666,1.0,0.1388888888888889,1.0,0.1388888888888889,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lonicera conjugialis,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lonicera japonica,38,True,0.10526315789473684,1.0,0.10526315789473684,1.0,0.15789473684210525,1.0,0.15789473684210525,1.0,0.15789473684210525,1.0,0.10526315789473684,1.0,0.10526315789473684,1.0,0.10526315789473684,1.0
Lonicera villosa,1,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lotus corniculatus,116,True,0.017241379310344827,1.0,0.06896551724137931,1.0,0.06896551724137931,1.0,0.06896551724137931,1.0,0.06896551724137931,1.0,0.017241379310344827,1.0,0.017241379310344827,1.0,0.017241379310344827,1.0
Ludwigia maritima,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luina hypoleuca,2,False,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0
Lupinus albifrons,18,True,0.16666666666666666,1.0,0.16666666666666666,1.0,0.2222222222222222,1.0,0.2222222222222222,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.2222222222222222,1.0
Lupinus arboreus,11,True,0.09090909090909091,1.0,0.2727272727272727,1.0,0.2727272727272727,1.0,0.2727272727272727,1.0,0.2727272727272727,1.0,0.09090909090909091,1.0,0.18181818181818182,1.0,0.18181818181818182,1.0
Lupinus arbustus,7,True,0.0,0.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lupinus pusillus,5,True,0.0,0.0,0.6,1.0,0.6,1.0,0.6,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lycium barbarum,5,True,0.4,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.4,1.0,0.4,1.0,0.4,1.0
Lycium berlandieri,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lycium brevipes,6,True,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Lycium californicum,6,True,0.0,0.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lycium cooperi,8,True,0.125,1.0,0.125,1.0,0.125,1.0,0.125,1.0,0.0,0.0,0.375,1.0,0.125,1.0,0.125,1.0
Lycopus americanus,17,True,0.0,0.0,0.058823529411764705,1.0,0.058823529411764705,1.0,0.058823529411764705,1.0,0.058823529411764705,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lysimachia clethroides,96,True,0.052083333333333336,1.0,0.0,0.0,0.010416666666666666,1.0,0.010416666666666666,1.0,0.010416666666666666,1.0,0.041666666666666664,1.0,0.052083333333333336,1.0,0.052083333333333336,1.0
Magnolia virginiana,5,True,0.0,0.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Malacothamnus fasciculatus,28,True,0.14285714285714285,1.0,0.21428571428571427,1.0,0.21428571428571427,1.0,0.21428571428571427,1.0,0.21428571428571427,1.0,0.07142857142857142,1.0,0.03571428571428571,1.0,0.03571428571428571,1.0
Malacothamnus jonesii,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malosma laurina,45,False,0.044444444444444446,1.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.08888888888888889,1.0,0.1111111111111111,1.0,0.08888888888888889,1.0,0.08888888888888889,1.0
Malvaviscus arboreus,35,False,0.17142857142857143,1.0,0.11428571428571428,1.0,0.17142857142857143,1.0,0.17142857142857143,1.0,0.11428571428571428,1.0,0.17142857142857143,1.0,0.17142857142857143,1.0,0.17142857142857143,1.0
Marshallia caespitosa,7,True,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.0,0.0
Mecardonia acuminata,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medeola virginiana,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medicago lupulina,49,True,0.061224489795918366,1.0,0.061224489795918366,1.0,0.04081632653061224,1.0,0.04081632653061224,1.0,0.061224489795918366,1.0,0.061224489795918366,1.0,0.061224489795918366,1.0,0.061224489795918366,1.0
Melilotus officinalis,132,True,0.045454545454545456,1.0,0.05303030303030303,1.0,0.045454545454545456,1.0,0.045454545454545456,1.0,0.05303030303030303,1.0,0.045454545454545456,1.0,0.045454545454545456,1.0,0.045454545454545456,1.0
Melothria pendula,5,False,0.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Menyanthes trifoliata,7,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mertensia longiflora,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mertensia virginica,46,True,0.10869565217391304,1.0,0.06521739130434782,1.0,0.08695652173913043,1.0,0.08695652173913043,1.0,0.08695652173913043,1.0,0.10869565217391304,1.0,0.10869565217391304,1.0,0.10869565217391304,1.0
Micranthes occidentalis,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micranthes petiolaris,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikania scandens,94,True,0.05319148936170213,1.0,0.0425531914893617,1.0,0.07446808510638298,1.0,0.07446808510638298,1.0,0.07446808510638298,1.0,0.0425531914893617,1.0,0.05319148936170213,1.0,0.05319148936170213,1.0
Mirabilis laevis,17,True,0.23529411764705882,1.0,0.29411764705882354,1.0,0.29411764705882354,1.0,0.29411764705882354,1.0,0.29411764705882354,1.0,0.23529411764705882,1.0,0.23529411764705882,1.0,0.23529411764705882,1.0
Mitella diphylla,1,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monardella breweri,6,True,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Monoptilon bellioides,3,False,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mucronea californica,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muscari neglectum,12,True,0.08333333333333333,1.0,0.25,1.0,0.25,1.0,0.3333333333333333,1.0,0.25,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0
Myosotis discolor,1,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Myosotis verna,19,True,0.05263157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabalus albus,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabalus altissimus,4,True,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0
Nabalus racemosus,5,True,0.0,0.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabalus trifoliolatus,5,True,0.0,0.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nandina domestica,5,False,0.2,1.0,0.4,1.0,0.4,1.0,0.4,1.0,0.0,0.0,0.2,1.0,0.2,1.0,0.2,1.0
Narthecium californicum,1,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Nassella pulchra,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navarretia squarrosa,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Nemophila heterophylla,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neptunia lutea,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigella damascena,5,False,0.2,1.0,0.6,1.0,0.2,1.0,0.4,1.0,0.4,1.0,0.2,1.0,0.2,1.0,0.2,1.0
Nothochelone nemorosa,2,False,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Oenothera pallida,6,True,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0
Oenothera simulans,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oenothera speciosa,59,True,0.11864406779661017,1.0,0.13559322033898305,1.0,0.15254237288135594,1.0,0.15254237288135594,1.0,0.13559322033898305,1.0,0.11864406779661017,1.0,0.11864406779661017,1.0,0.11864406779661017,1.0
Oenothera suffulta,3,True,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,1.0
Oenothera triloba,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Opuntia cymochila,2,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Opuntia rufida,2,True,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Orthocarpus cuspidatus,3,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
Orthocarpus luteus,1,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Osmadenia tenella,8,False,0.0,0.0,0.125,1.0,0.125,1.0,0.0,0.0,0.25,1.0,0.125,1.0,0.0,0.0,0.0,0.0
Oxalis californica,3,True,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0
Oxydendrum arboreum,8,False,0.125,1.0,0.125,1.0,0.25,1.0,0.375,1.0,0.25,1.0,0.125,1.0,0.125,1.0,0.125,1.0
Oxypolis rigidior,15,False,0.06666666666666667,1.0,0.0,0.0,0.06666666666666667,1.0,0.13333333333333333,1.0,0.06666666666666667,1.0,0.06666666666666667,1.0,0.06666666666666667,1.0,0.06666666666666667,1.0
Packera paupercula,12,True,0.0,0.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Palafoxia feayi,10,True,0.0,0.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.2,1.0,0.0,0.0,0.0,0.0
Paspalum notatum,4,True,0.25,1.0,0.25,1.0,0.25,1.0,0.5,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0
Pectis papposa,19,False,0.21052631578947367,1.0,0.10526315789473684,1.0,0.2631578947368421,1.0,0.2631578947368421,1.0,0.15789473684210525,1.0,0.21052631578947367,1.0,0.21052631578947367,1.0,0.21052631578947367,1.0
Pedicularis racemosa,8,True,0.25,1.0,0.625,1.0,0.625,1.0,0.625,1.0,0.625,1.0,0.25,1.0,0.25,1.0,0.25,1.0
Pediocactus nigrispinus,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pediomelum argophyllum,4,True,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0
Penstemon confertus,19,True,0.21052631578947367,1.0,0.3684210526315789,1.0,0.3684210526315789,1.0,0.42105263157894735,1.0,0.42105263157894735,1.0,0.21052631578947367,1.0,0.21052631578947367,1.0,0.21052631578947367,1.0
