plant,degree,genus_seen,r10_rank_n,hit_rank_n,r10_rank_tax,hit_rank_tax,r10_rank_n_tax,hit_rank_n_tax,r10_rank_n_tax_ldelta,hit_rank_n_tax_ldelta,r10_rank_full_tax,hit_rank_full_tax,r10_hyb_n_tax,hit_hyb_n_tax,r10_hyb_n_ldelta,hit_hyb_n_ldelta,r10_hyb_n_tax_ldelta,hit_hyb_n_tax_ldelta
Trifolium hirtum,33,True,0.18181818181818182,1.0,0.15151515151515152,1.0,0.15151515151515152,1.0,0.15151515151515152,1.0,0.15151515151515152,1.0,0.18181818181818182,1.0,0.15151515151515152,1.0,0.15151515151515152,1.0
Trifolium incarnatum,28,True,0.17857142857142858,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.17857142857142858,1.0,0.17857142857142858,1.0,0.17857142857142858,1.0
Trifolium repens,240,True,0.03333333333333333,1.0,0.041666666666666664,1.0,0.041666666666666664,1.0,0.041666666666666664,1.0,0.041666666666666664,1.0,0.03333333333333333,1.0,0.03333333333333333,1.0,0.03333333333333333,1.0
Trillium ovatum,5,True,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.2,1.0
Turnera ulmifolia,21,False,0.09523809523809523,1.0,0.09523809523809523,1.0,0.09523809523809523,1.0,0.047619047619047616,1.0,0.09523809523809523,1.0,0.19047619047619047,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0
Ulmus rubra,12,True,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vaccinium corymbosum,167,True,0.023952095808383235,1.0,0.05389221556886228,1.0,0.05389221556886228,1.0,0.05389221556886228,1.0,0.05389221556886228,1.0,0.017964071856287425,1.0,0.023952095808383235,1.0,0.023952095808383235,1.0
Vaccinium macrocarpon,32,True,0.0,0.0,0.1875,1.0,0.1875,1.0,0.1875,1.0,0.1875,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vaccinium uliginosum,3,True,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Veratrum viride,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Verbena canescens,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Verbena halei,10,True,0.3,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,0.3,1.0,0.3,1.0,0.3,1.0
Vernonia arkansana,16,True,0.0625,1.0,0.1875,1.0,0.1875,1.0,0.1875,1.0,0.25,1.0,0.0,0.0,0.0625,1.0,0.0625,1.0
Vernonia missurica,32,True,0.0625,1.0,0.21875,1.0,0.21875,1.0,0.21875,1.0,0.21875,1.0,0.0625,1.0,0.0625,1.0,0.0625,1.0
Vesper montanus,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Viburnum acerifolium,19,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Viburnum lentago,6,True,0.0,0.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Viburnum nudum,18,True,0.16666666666666666,1.0,0.05555555555555555,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.0,0.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0
Viburnum rafinesqueanum,11,True,0.09090909090909091,1.0,0.18181818181818182,1.0,0.09090909090909091,1.0,0.18181818181818182,1.0,0.18181818181818182,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0
Viburnum rhytidophyllum,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viburnum sieboldii,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vicia acutifolia,4,True,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,1.0
Vicia benghalensis,70,True,0.014285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.04285714285714286,1.0,0.014285714285714285,1.0,0.014285714285714285,1.0
Vinca minor,37,True,0.08108108108108109,1.0,0.02702702702702703,1.0,0.05405405405405406,1.0,0.05405405405405406,1.0,0.05405405405405406,1.0,0.08108108108108109,1.0,0.08108108108108109,1.0,0.08108108108108109,1.0
Viola lobata,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viola pedata,35,True,0.08571428571428572,1.0,0.11428571428571428,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.11428571428571428,1.0,0.08571428571428572,1.0,0.08571428571428572,1.0,0.08571428571428572,1.0
Viola sempervirens,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitis rotundifolia,4,True,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wahlenbergia marginata,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wisteria frutescens,12,True,0.16666666666666666,1.0,0.4166666666666667,1.0,0.4166666666666667,1.0,0.4166666666666667,1.0,0.25,1.0,0.3333333333333333,1.0,0.08333333333333333,1.0,0.16666666666666666,1.0
Xylorhiza cognata,7,True,0.14285714285714285,1.0,0.42857142857142855,1.0,0.42857142857142855,1.0,0.42857142857142855,1.0,0.5714285714285714,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0
Yucca campestris,7,True,0.0,0.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0
Zanthoxylum americanum,21,True,0.09523809523809523,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.09523809523809523,1.0,0.09523809523809523,1.0,0.09523809523809523,1.0
Zephyranthes simpsonii,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zizia aurea,160,False,0.04375,1.0,0.0,0.0,0.05,1.0,0.05,1.0,0.05625,1.0,0.04375,1.0,0.04375,1.0,0.04375,1.0
