plant,pollinator,first_year,last_year,n_dated
Verbesina virginica,Scolia bicincta,2021.0,2023.0,2
Verbesina virginica,Scolia dubia,2015.0,2025.0,15
Verbesina virginica,Scythris trivinctella,2016.0,2021.0,2
Verbesina virginica,Sennius abbreviatus,2022.0,2022.0,1
Verbesina virginica,Sphex flavovestitus,2025.0,2025.0,1
Verbesina virginica,Sphex ichneumoneus,2021.0,2025.0,5
Verbesina virginica,Sphex nudus,2021.0,2023.0,6
Verbesina virginica,Sphex pensylvanicus,2021.0,2025.0,3
Verbesina virginica,Strymon melinus,2013.0,2025.0,15
Verbesina virginica,Syntomeida epilais,2024.0,2024.0,2
Verbesina virginica,Toxomerus marginatus,2022.0,2022.0,1
Verbesina virginica,Toxorhynchites rutilus,2021.0,2024.0,3
Verbesina virginica,Trichopoda lanipes,2022.0,2025.0,3
Verbesina virginica,Trichopoda pennipes,2025.0,2025.0,2
Verbesina virginica,Trigonopeltastes delta,2021.0,2024.0,6
Verbesina virginica,Urbanus proteus,2020.0,2025.0,8
Verbesina virginica,Vanessa atalanta,2013.0,2018.0,2
Verbesina virginica,Vanessa cardui,2013.0,2024.0,4
Verbesina virginica,Vanessa virginiensis,2018.0,2018.0,1
Verbesina virginica,Wallengrenia otho,2016.0,2016.0,1
Verbesina virginica,Xylocopa micans,2025.0,2025.0,1
Verbesina virginica,Xylocopa virginica,2018.0,2025.0,18
Verbesina virginica,Zethus spinipes,2019.0,2025.0,4
Verbesina walteri,Bombus impatiens,2021.0,2021.0,1
Verbesina walteri,Palpada pusilla,2021.0,2021.0,1
Verbesina walteri,Parancistrocerus perennis,2021.0,2021.0,1
Verbesina walteri,Sphex pensylvanicus,2021.0,2021.0,1
Vernonia angustifolia,Apis mellifera,2021.0,2021.0,4
Vernonia angustifolia,Bombus fervidus,2021.0,2021.0,2
Vernonia angustifolia,Danaus plexippus,2020.0,2023.0,5
Vernonia angustifolia,Eumenes mediterraneus,2020.0,2020.0,1
Vernonia angustifolia,Papilio polyxenes,2020.0,2023.0,6
Vernonia angustifolia,Vanessa virginiensis,2021.0,2021.0,1
Vernonia arkansana,Anthidium manicatum,2013.0,2014.0,2
Vernonia arkansana,Bombus auricomus,2013.0,2013.0,1
Vernonia arkansana,Bombus griseocollis,2013.0,2022.0,2
Vernonia arkansana,Bombus pensylvanicus,2018.0,2024.0,3
Vernonia arkansana,Diabrotica undecimpunctata,2013.0,2013.0,1
Vernonia arkansana,Halictus ligatus,2022.0,2022.0,1
Vernonia arkansana,Hemaris diffinis,2022.0,2022.0,2
Vernonia arkansana,Lon zabulon,2013.0,2018.0,2
Vernonia arkansana,Melissodes bimaculatus,2012.0,2014.0,4
Vernonia arkansana,Melissodes denticulatus,2015.0,2015.0,2
Vernonia arkansana,Melissodes vernoniae,2013.0,2013.0,2
Vernonia arkansana,Papilio polyxenes,2024.0,2024.0,1
Vernonia arkansana,Philanthus gibbosus,2013.0,2013.0,1
Vernonia arkansana,Polistes dominula,2012.0,2012.0,1
Vernonia arkansana,Ptilothrix bombiformis,2012.0,2012.0,1
Vernonia arkansana,Svastra obliqua,2012.0,2023.0,2
Vernonia baldwinii,Anthidium manicatum,2022.0,2022.0,1
Vernonia baldwinii,Atrytone arogos,2019.0,2019.0,1
Vernonia baldwinii,Battus philenor,2022.0,2022.0,1
Vernonia baldwinii,Bombus griseocollis,2020.0,2022.0,2
Vernonia baldwinii,Bombus impatiens,2024.0,2024.0,1
Vernonia baldwinii,Bombus pensylvanicus,2015.0,2015.0,1
Vernonia baldwinii,Cecropterus lyciades,2024.0,2024.0,1
Vernonia baldwinii,Danaus plexippus,2016.0,2016.0,1
Vernonia baldwinii,Epargyreus clarus,2021.0,2021.0,1
Vernonia baldwinii,Hemaris diffinis,2025.0,2025.0,1
Vernonia baldwinii,Papilio glaucus,2025.0,2025.0,1
Vernonia baldwinii,Polistes apachus,2014.0,2014.0,1
Vernonia baldwinii,Ptilothrix bombiformis,2019.0,2019.0,1
Vernonia baldwinii,Svastra obliqua,2022.0,2022.0,1
Vernonia baldwinii,Vanessa cardui,2016.0,2016.0,1
Vernonia blodgettii,Nemognatha piazata,2024.0,2024.0,1
Vernonia blodgettii,Xylocopa micans,2021.0,2021.0,1
Vernonia fasciculata,Abaeis nicippe,2022.0,2022.0,1
Vernonia fasciculata,Agapostemon virescens,2024.0,2024.0,1
Vernonia fasciculata,Andrena carlini,,,0
Vernonia fasciculata,Andrena pruni,,,0
Vernonia fasciculata,Apallates coxendix,,,0
Vernonia fasciculata,Apis mellifera,2016.0,2023.0,3
Vernonia fasciculata,Bombus griseocollis,2021.0,2024.0,2
Vernonia fasciculata,Bombus pensylvanicus,2022.0,2025.0,3
Vernonia fasciculata,Bombus perplexus,2014.0,2014.0,1
Vernonia fasciculata,Chauliognathus pensylvanicus,2019.0,2019.0,1
Vernonia fasciculata,Clusia lateralis,,,0
Vernonia fasciculata,Danaus plexippus,2016.0,2016.0,2
Vernonia fasciculata,Epargyreus clarus,2020.0,2025.0,2
Vernonia fasciculata,Euphoria fulgida,,,0
Vernonia fasciculata,Holcopasites heliopsis,,,0
Vernonia fasciculata,Melissodes bimaculatus,2020.0,2023.0,2
Vernonia fasciculata,Melissodes denticulatus,2024.0,2024.0,1
Vernonia fasciculata,Melissodes dentiventris,,,0
Vernonia fasciculata,Melissodes trinodis,2017.0,2017.0,1
Vernonia fasciculata,Musca domestica,,,0
Vernonia fasciculata,Oxybelus emarginatus,,,0
Vernonia fasciculata,Papilio glaucus,2020.0,2020.0,2
Vernonia fasciculata,Perdita boltoniae,,,0
Vernonia fasciculata,Phyciodes tharos,,,0
Vernonia fasciculata,Polistes fuscatus,,,0
Vernonia fasciculata,Pontia protodice,,,0
Vernonia fasciculata,Scolia nobilitata,,,0
Vernonia fasciculata,Sphecodes confertus,,,0
Vernonia fasciculata,Sphecodes dichrous,,,0
Vernonia fasciculata,Sphex ichneumoneus,2013.0,2013.0,1
Vernonia fasciculata,Triepeolus remigatus,,,0
Vernonia fasciculata,Xylophanes tersa,,,0
Vernonia gigantea,Agapostemon splendens,2023.0,2025.0,4
Vernonia gigantea,Apis mellifera,2021.0,2025.0,5
Vernonia gigantea,Archilochus colubris,2020.0,2023.0,2
Vernonia gigantea,Battus philenor,2024.0,2025.0,2
Vernonia gigantea,Bombus,2023.0,2023.0,1
Vernonia gigantea,Bombus bimaculatus,2024.0,2024.0,1
Vernonia gigantea,Bombus impatiens,2025.0,2025.0,3
Vernonia gigantea,Bombus pensylvanicus,2019.0,2025.0,13
Vernonia gigantea,Chauliognathus pensylvanicus,2025.0,2025.0,1
Vernonia gigantea,Cisseps fulvicollis,2024.0,2024.0,1
Vernonia gigantea,Colias eurytheme,2025.0,2025.0,1
Vernonia gigantea,Danaus plexippus,2019.0,2024.0,7
Vernonia gigantea,Dione vanillae,2021.0,2025.0,6
Vernonia gigantea,Epargyreus clarus,2013.0,2025.0,12
Vernonia gigantea,Epistrophe grossulariae,2025.0,2025.0,1
Vernonia gigantea,Erynnis horatius,2021.0,2021.0,2
Vernonia gigantea,Feltia herilis,2023.0,2023.0,1
Vernonia gigantea,Feltia subgothica,2023.0,2023.0,1
Vernonia gigantea,Halictus ligatus,2025.0,2025.0,1
Vernonia gigantea,Heliconius charithonia,2012.0,2012.0,1
Vernonia gigantea,Hellinsia paleaceus,2025.0,2025.0,1
Vernonia gigantea,Hesperia leonardus,2018.0,2018.0,1
Vernonia gigantea,Hylephila phyleus,2022.0,2024.0,4
Vernonia gigantea,Lerema accius,2024.0,2024.0,1
Vernonia gigantea,Limenitis arthemis,2022.0,2025.0,2
Vernonia gigantea,Lon zabulon,2019.0,2023.0,4
Vernonia gigantea,Megachile xylocopoides,2024.0,2024.0,1
Vernonia gigantea,Melissodes bimaculatus,2021.0,2021.0,4
Vernonia gigantea,Melissodes communis,2023.0,2023.0,1
Vernonia gigantea,Melissodes denticulatus,2023.0,2025.0,5
Vernonia gigantea,Neolasioptera vernoniae,2021.0,2021.0,1
Vernonia gigantea,Nomada fervida,2019.0,2019.0,1
Vernonia gigantea,Panoquina ocola,2024.0,2024.0,3
Vernonia gigantea,Papilio cresphontes,2013.0,2019.0,2
Vernonia gigantea,Papilio glaucus,2016.0,2024.0,5
Vernonia gigantea,Papilio polyxenes,2020.0,2024.0,2
Vernonia gigantea,Papilio troilus,2020.0,2024.0,6
Vernonia gigantea,Phoebis sennae,2024.0,2024.0,1
Vernonia gigantea,Phyciodes tharos,2022.0,2022.0,1
Vernonia gigantea,Spilosoma virginica,2025.0,2025.0,1
Vernonia gigantea,Strymon melinus,2025.0,2025.0,1
Vernonia gigantea,Svastra atripes,2024.0,2024.0,1
Vernonia gigantea,Svastra obliqua,2025.0,2025.0,1
Vernonia gigantea,Urbanus proteus,2024.0,2024.0,3
Vernonia gigantea,Vanessa atalanta,2019.0,2019.0,1
Vernonia gigantea,Xylocopa virginica,2024.0,2024.0,1
Vernonia gigantea,Zethus spinipes,2021.0,2021.0,2
Vernonia lindheimeri,Papilio polyxenes,2019.0,2019.0,1
Vernonia lindheimeri,Vanessa cardui,2019.0,2019.0,1
Vernonia missurica,Atrytone delaware,2022.0,2022.0,1
Vernonia missurica,Battus philenor,2022.0,2022.0,1
Vernonia missurica,Bombus auricomus,2022.0,2022.0,1
Vernonia missurica,Bombus citrinus,2022.0,2022.0,1
Vernonia missurica,Bombus griseocollis,2022.0,2022.0,1
Vernonia missurica,Bombus impatiens,2013.0,2023.0,3
Vernonia missurica,Bombus pensylvanicus,2021.0,2024.0,3
Vernonia missurica,Burnsius communis,2024.0,2024.0,1
Vernonia missurica,Cisseps fulvicollis,2024.0,2024.0,1
Vernonia missurica,Colias eurytheme,2020.0,2020.0,1
Vernonia missurica,Danaus plexippus,2016.0,2024.0,5
Vernonia missurica,Dione vanillae,2024.0,2024.0,1
Vernonia missurica,Epargyreus clarus,2016.0,2022.0,2
Vernonia missurica,Euphyes vestris,2025.0,2025.0,1
Vernonia missurica,Euptoieta claudia,2024.0,2024.0,1
Vernonia missurica,Halictus ligatus,2022.0,2022.0,1
Vernonia missurica,Hylephila phyleus,2024.0,2024.0,3
Vernonia missurica,Lerema accius,2025.0,2025.0,2
Vernonia missurica,Limenitis archippus,2021.0,2021.0,1
Vernonia missurica,Megachile sculpturalis,2024.0,2024.0,1
Vernonia missurica,Megachile xylocopoides,2022.0,2022.0,1
Vernonia missurica,Melissodes bimaculatus,2022.0,2022.0,1
Vernonia missurica,Melissodes denticulatus,2022.0,2022.0,4
Vernonia missurica,Neolasioptera vernoniae,2023.0,2023.0,1
Vernonia missurica,Panoquina ocola,2024.0,2024.0,4
Vernonia missurica,Papilio cresphontes,2016.0,2016.0,1
Vernonia missurica,Papilio glaucus,2016.0,2016.0,2
Vernonia missurica,Papilio polyxenes,2020.0,2020.0,1
Vernonia missurica,Vanessa cardui,2020.0,2020.0,2
Vernonia missurica,Vanessa virginiensis,2016.0,2016.0,1
Vernonia missurica,Vernia verna,2022.0,2022.0,2
Vernonia missurica,Wallengrenia egeremet,2022.0,2022.0,1
Vernonia noveboracensis,Agapostemon sericeus,2020.0,2020.0,1
Vernonia noveboracensis,Agapostemon splendens,2020.0,2020.0,1
Vernonia noveboracensis,Agapostemon virescens,2018.0,2024.0,6
Vernonia noveboracensis,Agrotis ipsilon,2022.0,2022.0,1
Vernonia noveboracensis,Allograpta obliqua,2023.0,2023.0,1
Vernonia noveboracensis,Ancyloxypha numitor,2023.0,2024.0,3
Vernonia noveboracensis,Anthidium manicatum,2020.0,2022.0,2
Vernonia noveboracensis,Apis mellifera,2019.0,2025.0,11
Vernonia noveboracensis,Archilochus colubris,2021.0,2021.0,1
Vernonia noveboracensis,Atalopedes campestris,2024.0,2024.0,1
Vernonia noveboracensis,Augochlora pura,2020.0,2022.0,2
Vernonia noveboracensis,Bombus fervidus,2015.0,2024.0,3
Vernonia noveboracensis,Bombus griseocollis,2019.0,2019.0,1
Vernonia noveboracensis,Bombus impatiens,2014.0,2025.0,28
Vernonia noveboracensis,Bombus pensylvanicus,2020.0,2024.0,6
Vernonia noveboracensis,Bombus vagans,2023.0,2023.0,1
Vernonia noveboracensis,Ceratina calcarata,2022.0,2025.0,2
Vernonia noveboracensis,Cercyonis pegala,2013.0,2023.0,4
Vernonia noveboracensis,Cisseps fulvicollis,2016.0,2016.0,1
Vernonia noveboracensis,Colias eurytheme,2018.0,2023.0,3
Vernonia noveboracensis,Colias philodice,2015.0,2015.0,1
Vernonia noveboracensis,Danaus plexippus,2009.0,2025.0,43
Vernonia noveboracensis,Darapsa myron,2021.0,2021.0,1
Vernonia noveboracensis,Dargida diffusa,2019.0,2019.0,1
Vernonia noveboracensis,Diabrotica undecimpunctata,2015.0,2023.0,3
Vernonia noveboracensis,Dione vanillae,2022.0,2022.0,1
Vernonia noveboracensis,Eichlinia cucurbitae,2021.0,2021.0,2
Vernonia noveboracensis,Epargyreus clarus,2007.0,2025.0,50
Vernonia noveboracensis,Eristalis arbustorum,2023.0,2023.0,2
Vernonia noveboracensis,Erynnis baptisiae,2013.0,2025.0,5
Vernonia noveboracensis,Erynnis horatius,2023.0,2023.0,1
Vernonia noveboracensis,Euphyes vestris,2016.0,2023.0,4
Vernonia noveboracensis,Eusarca confusaria,2020.0,2024.0,2
Vernonia noveboracensis,Halictus ligatus,2021.0,2021.0,3
Vernonia noveboracensis,Harmonia axyridis,2022.0,2022.0,1
Vernonia noveboracensis,Hellinsia paleaceus,2019.0,2022.0,2
Vernonia noveboracensis,Hemaris diffinis,2024.0,2025.0,3
Vernonia noveboracensis,Hemaris thysbe,2015.0,2023.0,2
Vernonia noveboracensis,Hesperia leonardus,2023.0,2023.0,1
Vernonia noveboracensis,Hylephila phyleus,2016.0,2018.0,2
Vernonia noveboracensis,Hyphantria cunea,2019.0,2019.0,1
Vernonia noveboracensis,Junonia coenia,2019.0,2024.0,2
Vernonia noveboracensis,Lasioglossum pilosum,2022.0,2022.0,1
Vernonia noveboracensis,Lon zabulon,2007.0,2025.0,34
Vernonia noveboracensis,Megachile inimica,2022.0,2024.0,3
Vernonia noveboracensis,Megachile latimanus,2024.0,2024.0,1
Vernonia noveboracensis,Megachile pugnata,2025.0,2025.0,1
Vernonia noveboracensis,Megachile sculpturalis,2019.0,2024.0,13
Vernonia noveboracensis,Megachile texana,2022.0,2022.0,1
Vernonia noveboracensis,Megachile xylocopoides,2021.0,2021.0,1
Vernonia noveboracensis,Melissodes bimaculatus,2020.0,2025.0,5
Vernonia noveboracensis,Melissodes denticulatus,2014.0,2025.0,49
Vernonia noveboracensis,Melissodes desponsus,2024.0,2024.0,1
Vernonia noveboracensis,Melissodes trinodis,2021.0,2024.0,6
Vernonia noveboracensis,Nastra lherminier,2017.0,2018.0,2
Vernonia noveboracensis,Palthis angulalis,2020.0,2020.0,1
Vernonia noveboracensis,Panoquina ocola,2016.0,2019.0,2
Vernonia noveboracensis,Pantographa limata,2019.0,2019.0,1
Vernonia noveboracensis,Papilio cresphontes,2019.0,2023.0,5
Vernonia noveboracensis,Papilio glaucus,2017.0,2024.0,12
Vernonia noveboracensis,Papilio polyxenes,2020.0,2024.0,5
Vernonia noveboracensis,Papilio troilus,2007.0,2025.0,14
Vernonia noveboracensis,Perigea xanthioides,2020.0,2020.0,2
Vernonia noveboracensis,Phyciodes tharos,2016.0,2016.0,1
Vernonia noveboracensis,Pieris rapae,2019.0,2025.0,13
Vernonia noveboracensis,Poanes viator,2014.0,2024.0,3
Vernonia noveboracensis,Polistes dominula,2022.0,2022.0,2
Vernonia noveboracensis,Polites themistocles,2013.0,2023.0,2
Vernonia noveboracensis,Pseudoanthidium nanum,2023.0,2024.0,2
Vernonia noveboracensis,Sphecius speciosus,2024.0,2024.0,1
Vernonia noveboracensis,Spilosoma virginica,2023.0,2023.0,1
Vernonia noveboracensis,Synchlora aerata,2021.0,2021.0,1
Vernonia noveboracensis,Toxomerus geminatus,2021.0,2023.0,4
Vernonia noveboracensis,Triepeolus helianthi,2024.0,2025.0,2
Vernonia noveboracensis,Triepeolus lunatus,2023.0,2023.0,1
Vernonia noveboracensis,Triepeolus remigatus,2024.0,2024.0,1
Vernonia noveboracensis,Vanessa atalanta,2023.0,2024.0,3
Vernonia noveboracensis,Vanessa cardui,2017.0,2017.0,1
Vernonia noveboracensis,Vanessa virginiensis,2019.0,2024.0,3
Vernonia noveboracensis,Vespula maculifrons,2023.0,2023.0,1
Vernonia noveboracensis,Xylocopa virginica,2020.0,2025.0,14
Veronica anagallis-aquatica,Annaphila decia,2021.0,2021.0,1
Veronica anagallis-aquatica,Bombus melanopygus,2017.0,2017.0,1
Veronica anagallis-aquatica,Ceratina acantha,1994.0,1994.0,2
Veronica anagallis-aquatica,Eupeodes volucris,2020.0,2020.0,1
Veronica anagallis-aquatica,Junonia coenia,2024.0,2024.0,1
Veronica arvensis,Andrena carlini,,,0
Veronica arvensis,Andrena simplex,,,0
Veronica arvensis,Augochloropsis viridula,2024.0,2024.0,1
Veronica arvensis,Bembix americana,,,0
Veronica arvensis,Bombus impatiens,2019.0,2019.0,1
Veronica arvensis,Ceropales robinsonii,,,0
Veronica arvensis,Clusia lateralis,,,0
Veronica arvensis,Ephuta scrupea,,,0
Veronica arvensis,Eucerceris zonata,,,0
Veronica arvensis,Eupeodes americanus,2023.0,2024.0,2
Veronica arvensis,Glenostictia pictifrons,,,0
Veronica arvensis,Halictus rubicundus,,,0
Veronica arvensis,Lycaena hypophlaeas,2022.0,2022.0,1
Veronica arvensis,Megachile montivaga,,,0
Veronica arvensis,Onthophagus pennsylvanicus,,,0
Veronica arvensis,Pemphredon inornata,,,0
Veronica arvensis,Pentaria trifasciata,,,0
Veronica arvensis,Polistes dominula,2024.0,2024.0,1
Veronica arvensis,Polistes fuscatus,,,0
Veronica arvensis,Pontia protodice,,,0
Veronica arvensis,Popillia japonica,2022.0,2022.0,1
Veronica arvensis,Scolia nobilitata,,,0
Veronica arvensis,Toxomerus geminatus,2023.0,2023.0,1
Veronica arvensis,Toxomerus marginatus,2023.0,2023.0,1
Veronica chamaedrys,Anania funebris,2024.0,2024.0,1
Veronica chamaedrys,Augochlorella aurata,2020.0,2020.0,1
Veronica chamaedrys,Augochloropsis viridula,2021.0,2021.0,1
Veronica chamaedrys,Bombus bimaculatus,2024.0,2024.0,1
Veronica chamaedrys,Hemaris diffinis,2021.0,2021.0,1
Veronica chamaedrys,Toxomerus geminatus,2018.0,2018.0,1
Veronica chamaedrys,Toxomerus marginatus,2017.0,2025.0,4
Veronica cusickii,Bombus bifarius,2020.0,2022.0,2
Veronica cusickii,Bombus flavifrons,2022.0,2022.0,3
Veronica cusickii,Bombus mixtus,2020.0,2022.0,3
Veronica cusickii,Bombus vandykei,2022.0,2022.0,1
Veronica filiformis,Anthrenus verbasci,2024.0,2024.0,1
Veronica hederifolia,Andrena erigeniae,2021.0,2021.0,1
Veronica officinalis,Bombus bifarius,2009.0,2009.0,1
Veronica officinalis,Bombus flavifrons,2009.0,2009.0,1
Veronica officinalis,Bombus mixtus,2017.0,2017.0,10
Veronica officinalis,Bombus rufocinctus,2021.0,2021.0,1
Veronica officinalis,Bombus vosnesenskii,2017.0,2017.0,1
Veronica officinalis,Ceratina acantha,2009.0,2009.0,2
Veronica officinalis,Ceratina nanula,2009.0,2009.0,1
Veronica officinalis,Coenonympha california,2025.0,2025.0,1
Veronica officinalis,Prenolepis imparis,2024.0,2024.0,1
Veronica peregrina,Andrena carlini,,,0
Veronica peregrina,Archilochus colubris,,,0
Veronica peregrina,Centrinites strigicollis,,,0
Veronica peregrina,Exoprosopa fascipennis,,,0
Veronica peregrina,Gorytes atricornis,,,0
Veronica peregrina,Holcopasites heliopsis,,,0
Veronica peregrina,Mordellistena comata,,,0
Veronica peregrina,Musca domestica,,,0
Veronica peregrina,Nomada denticulata,,,0
Veronica peregrina,Nomada vincta,,,0
Veronica peregrina,Pholisora catullus,,,0
Veronica peregrina,Polistes dorsalis,2026.0,2026.0,1
Veronica peregrina,Scolia nobilitata,,,0
Veronica peregrina,Toxomerus politus,,,0
Veronica peregrina,Triepeolus helianthi,,,0
Veronica persica,Allograpta obliqua,2024.0,2024.0,1
Veronica persica,Apis mellifera,2018.0,2024.0,3
Veronica persica,Coccinella californica,2025.0,2025.0,1
Veronica persica,Coleomegilla maculata,2024.0,2024.0,1
Veronica persica,Colias eurytheme,2020.0,2020.0,1
Veronica persica,Eristalis tenax,2024.0,2024.0,1
Veronica persica,Eupeodes americanus,2020.0,2024.0,4
Veronica persica,Eurema lisa,2025.0,2025.0,1
Veronica persica,Ocyptamus fuscipennis,2020.0,2020.0,1
Veronica persica,Paragus haemorrhous,2021.0,2021.0,2
Veronica persica,Philygria debilis,2023.0,2024.0,3
Veronica persica,Pieris rapae,2023.0,2026.0,2
Veronica persica,Polistes dominula,2024.0,2024.0,2
Veronica persica,Prenolepis imparis,2024.0,2024.0,3
Veronica persica,Syrphus torvus,2024.0,2024.0,1
Veronica persica,Tapinoma sessile,2024.0,2024.0,1
Veronica persica,Toxomerus geminatus,2024.0,2024.0,2
Veronica persica,Toxomerus marginatus,2019.0,2025.0,4
Veronica persica,Toxomerus occidentalis,2019.0,2019.0,1
Veronica polita,Andrena dunningi,2022.0,2022.0,1
Veronica regina-nivalis,Mesoleuca gratulata,2019.0,2019.0,2
Veronica scutellata,Ceratina acantha,2017.0,2017.0,3
Veronica scutellata,Platycheirus stegnus,2017.0,2017.0,2
Veronica scutellata,Toxomerus marginatus,2017.0,2017.0,11
Veronica scutellata,Toxomerus occidentalis,2017.0,2017.0,3
Veronica serpyllifolia,Andrena rugosa,2022.0,2022.0,1
Veronica serpyllifolia,Bombus impatiens,2024.0,2024.0,2
Veronica serpyllifolia,Calycopis cecrops,2021.0,2021.0,1
Veronica serpyllifolia,Celastrina lucia,2019.0,2019.0,1
Veronica serpyllifolia,Eupeodes latifasciatus,2013.0,2017.0,3
Veronica serpyllifolia,Glaucopsyche lygdamus,2017.0,2017.0,1
Veronica serpyllifolia,Halictus rubicundus,2017.0,2017.0,1
Veronica serpyllifolia,Incisalia niphon,2004.0,2023.0,3
Veronica serpyllifolia,Lasioglossum incompletum,2017.0,2017.0,1
Veronica serpyllifolia,Lasioglossum zonulum,2013.0,2013.0,1
Veronica serpyllifolia,Myopa clausa,2021.0,2021.0,1
Veronica serpyllifolia,Nomada depressa,2024.0,2024.0,1
Veronica serpyllifolia,Pyrausta signatalis,2024.0,2024.0,1
Veronica serpyllifolia,Sphaerophoria sulphuripes,2017.0,2017.0,1
Veronica serpyllifolia,Toxomerus geminatus,2022.0,2022.0,1
Veronica serpyllifolia,Toxomerus marginatus,2021.0,2025.0,3
Veronica serpyllifolia,Toxomerus occidentalis,2017.0,2017.0,1
Veronica wormskjoldii,Bombus flavifrons,2023.0,2023.0,1
Veronica wormskjoldii,Bombus melanopygus,2023.0,2023.0,1
Veronica wormskjoldii,Eupeodes fumipennis,2021.0,2021.0,2
Veronicastrum virginicum,Allograpta obliqua,2025.0,2025.0,3
Veronicastrum virginicum,Alypia octomaculata,2018.0,2019.0,2
Veronicastrum virginicum,Ammophila nigricans,,,0
Veronicastrum virginicum,Anania hortulata,2018.0,2018.0,1
Veronicastrum virginicum,Andrena carlini,,,0
Veronicastrum virginicum,Andrena virginiana,,,0
Veronicastrum virginicum,Anthidium manicatum,2020.0,2020.0,1
Veronicastrum virginicum,Anthophora terminalis,2022.0,2022.0,1
Veronicastrum virginicum,Apis mellifera,2020.0,2025.0,26
Veronicastrum virginicum,Aporus niger,,,0
Veronicastrum virginicum,Archilochus colubris,2019.0,2023.0,2
Veronicastrum virginicum,Augochlora pura,2017.0,2024.0,5
Veronicastrum virginicum,Bicyrtes quadrifasciatus,2021.0,2024.0,3
Veronicastrum virginicum,Bombus,2021.0,2023.0,4
Veronicastrum virginicum,Bombus affinis,2012.0,2025.0,131
Veronicastrum virginicum,Bombus auricomus,2018.0,2023.0,7
Veronicastrum virginicum,Bombus bimaculatus,2008.0,2025.0,62
Veronicastrum virginicum,Bombus borealis,2021.0,2022.0,2
Veronicastrum virginicum,Bombus citrinus,2004.0,2025.0,16
Veronicastrum virginicum,Bombus fervidus,2017.0,2025.0,7
Veronicastrum virginicum,Bombus flavidus,2023.0,2023.0,1
Veronicastrum virginicum,Bombus fraternus,2020.0,2020.0,1
Veronicastrum virginicum,Bombus griseocollis,2010.0,2025.0,37
Veronicastrum virginicum,Bombus impatiens,2008.0,2025.0,139
Veronicastrum virginicum,Bombus pensylvanicus,2024.0,2024.0,1
Veronicastrum virginicum,Bombus perplexus,2010.0,2025.0,26
Veronicastrum virginicum,Bombus rufocinctus,2014.0,2025.0,44
Veronicastrum virginicum,Bombus ternarius,2016.0,2025.0,27
Veronicastrum virginicum,Bombus terricola,2017.0,2025.0,9
Veronicastrum virginicum,Bombus vagans,2017.0,2024.0,13
Veronicastrum virginicum,Calophasia lunula,2023.0,2023.0,1
Veronicastrum virginicum,Calycopis cecrops,2023.0,2023.0,1
Veronicastrum virginicum,Cercyonis pegala,2024.0,2024.0,1
Veronicastrum virginicum,Chauliognathus marginatus,2024.0,2024.0,1
Veronicastrum virginicum,Chauliognathus pensylvanicus,2020.0,2020.0,1
Veronicastrum virginicum,Cisseps fulvicollis,2019.0,2019.0,2
Veronicastrum virginicum,Coelioxys modestus,2021.0,2021.0,1
Veronicastrum virginicum,Cyaniris neglecta,2018.0,2025.0,7
Veronicastrum virginicum,Danaus plexippus,2015.0,2025.0,5
Veronicastrum virginicum,Diachrysia balluca,2020.0,2020.0,1
Veronicastrum virginicum,Ditemnus bidentatus,,,0
Veronicastrum virginicum,Dolichovespula maculata,2019.0,2019.0,1
Veronicastrum virginicum,Echinargus isola,2016.0,2016.0,1
Veronicastrum virginicum,Eichlinia cucurbitae,2019.0,2024.0,3
Veronicastrum virginicum,Epargyreus clarus,2019.0,2024.0,3
Veronicastrum virginicum,Epeolus bifasciatus,2019.0,2019.0,1
Veronicastrum virginicum,Eremnophila aureonotata,2021.0,2023.0,3
Veronicastrum virginicum,Eristalis flavipes,2020.0,2023.0,6
Veronicastrum virginicum,Eristalis tenax,2020.0,2021.0,2
Veronicastrum virginicum,Erynnis baptisiae,2025.0,2025.0,1
Veronicastrum virginicum,Erynnis horatius,2024.0,2024.0,1
Veronicastrum virginicum,Eumenes fraternus,2024.0,2024.0,1
Veronicastrum virginicum,Feltia herilis,2025.0,2025.0,2
Veronicastrum virginicum,Graphomya americana,,,0
Veronicastrum virginicum,Halictus rubicundus,2020.0,2025.0,10
Veronicastrum virginicum,Holcopasites heliopsis,,,0
Veronicastrum virginicum,Hylaeus hyalinatus,2022.0,2022.0,1
Veronicastrum virginicum,Junonia coenia,2023.0,2023.0,1
Veronicastrum virginicum,Limenitis archippus,2016.0,2016.0,1
Veronicastrum virginicum,Limenitis arthemis,2024.0,2024.0,1
Veronicastrum virginicum,Lon zabulon,2023.0,2023.0,1
Veronicastrum virginicum,Lycomorpha pholus,2020.0,2020.0,1
Veronicastrum virginicum,Megachile centuncularis,2020.0,2020.0,1
Veronicastrum virginicum,Megachile frugalis,2020.0,2020.0,1
Veronicastrum virginicum,Megachile sculpturalis,2019.0,2024.0,16
Veronicastrum virginicum,Megachile xylocopoides,2023.0,2023.0,2
Veronicastrum virginicum,Melissodes bimaculatus,2025.0,2025.0,2
Veronicastrum virginicum,Melissodes comptoides,2022.0,2022.0,2
Veronicastrum virginicum,Monobia quadridens,2019.0,2023.0,2
Veronicastrum virginicum,Mordella marginata,2022.0,2022.0,1
Veronicastrum virginicum,Mordellistena comata,,,0
Veronicastrum virginicum,Musca domestica,,,0
Veronicastrum virginicum,Mydas clavatus,2023.0,2023.0,1
