plant,r10_rank_n,r50_rank_n,hit_rank_n,r10_rank_n_tax_ldelta,r50_rank_n_tax_ldelta,hit_rank_n_tax_ldelta,r10_gbm_geo_tuned,r50_gbm_geo_tuned,hit_gbm_geo_tuned,r10_twotower_none,r50_twotower_none,hit_twotower_none,r10_twotower_bioclip,r50_twotower_bioclip,hit_twotower_bioclip,r10_twotower_bioclip2,r50_twotower_bioclip2,hit_twotower_bioclip2,degree,range_size,genus,genus_seen,deg_q,range_q
Salvia munzii,0.0,0.0909090909090909,0.0,0.1818181818181818,0.6363636363636364,1.0,0.2727272727272727,0.7272727272727273,1.0,0.2727272727272727,0.3636363636363636,1.0,0.2727272727272727,0.6363636363636364,1.0,0.1818181818181818,0.9090909090909092,1.0,11,5.0,Salvia,True,Q3,narrow
Sanguinaria canadensis,0.0425531914893617,0.1276595744680851,1.0,0.1063829787234042,0.1489361702127659,1.0,0.1702127659574468,0.3191489361702128,1.0,0.0851063829787234,0.2340425531914893,1.0,0.1276595744680851,0.3829787234042553,1.0,0.1914893617021276,0.3829787234042553,1.0,47,804.0,Sanguinaria,False,Q4 high,wide
Sanicula crassicaulis,0.1,0.25,1.0,0.1,0.15,1.0,0.15,0.4,1.0,0.15,0.35,1.0,0.2,0.6,1.0,0.15,0.5,1.0,20,76.0,Sanicula,True,Q4 high,R3
Scandix pecten-veneris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2,29.0,Scandix,False,Q1 low,R2
Sedum divergens,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,3,19.0,Sedum,True,Q2,narrow
Sedum oregonense,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,15.0,Sedum,True,Q1 low,narrow
Sedum pulchellum,0.0,0.6,0.0,0.2,0.6,1.0,0.4,0.6,1.0,0.4,0.6,1.0,0.2,0.4,1.0,0.2,0.6,1.0,5,35.0,Sedum,True,Q2,R2
Sedum sarmentosum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,146.0,Sedum,True,Q1 low,wide
Sedum stenopetalum,0.1,0.4,1.0,0.2,0.6,1.0,0.4,0.6,1.0,0.2,0.6,1.0,0.3,0.6,1.0,0.2,0.5,1.0,10,54.0,Sedum,True,Q3,R3
Senecio vulgaris,0.125,0.375,1.0,0.25,0.5,1.0,0.375,0.5,1.0,0.25,0.5,1.0,0.25,0.5,1.0,0.25,0.625,1.0,8,278.0,Senecio,True,Q3,wide
Senega cruciata,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,20.0,Senega,True,Q1 low,narrow
Senega curtissii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.0,Senega,True,Q1 low,R3
Senna marilandica,0.05,0.1,1.0,0.1,0.15,1.0,0.1,0.25,1.0,0.1,0.25,1.0,0.1,0.3,1.0,0.1,0.2,1.0,20,70.0,Senna,True,Q4 high,R3
Senna obtusifolia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,74.0,Senna,True,Q1 low,R3
Sidalcea campestris,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,1.0,0.4444444444444444,0.7777777777777778,1.0,0.4444444444444444,0.7777777777777778,1.0,0.3333333333333333,0.7777777777777778,1.0,0.4444444444444444,0.7777777777777778,1.0,9,9.0,Sidalcea,True,Q3,narrow
Sidalcea virgata,0.0869565217391304,0.1739130434782608,1.0,0.1304347826086956,0.3478260869565217,1.0,0.1739130434782608,0.3478260869565217,1.0,0.217391304347826,0.4347826086956521,1.0,0.217391304347826,0.4782608695652174,1.0,0.1739130434782608,0.4782608695652174,1.0,23,8.0,Sidalcea,True,Q4 high,narrow
Sideroxylon celastrinum,0.1428571428571428,0.2857142857142857,1.0,0.0,0.4285714285714285,0.0,0.2857142857142857,0.4285714285714285,1.0,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,0.4285714285714285,1.0,0.2857142857142857,0.4285714285714285,1.0,7,28.0,Sideroxylon,True,Q3,R2
Silphium asteriscus,0.088235294117647,0.2352941176470588,1.0,0.1764705882352941,0.2941176470588235,1.0,0.1470588235294117,0.3235294117647059,1.0,0.1470588235294117,0.4117647058823529,1.0,0.1470588235294117,0.3235294117647059,1.0,0.1764705882352941,0.3529411764705882,1.0,34,64.0,Silphium,True,Q4 high,R3
Sisymbrium irio,0.4444444444444444,0.6666666666666666,1.0,0.1111111111111111,0.3333333333333333,1.0,0.3333333333333333,0.5555555555555556,1.0,0.1111111111111111,0.5555555555555556,1.0,0.1111111111111111,0.6666666666666666,1.0,0.4444444444444444,0.6666666666666666,1.0,9,79.0,Sisymbrium,True,Q3,R3
Sisyrinchium montanum,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,2,54.0,Sisyrinchium,True,Q1 low,R3
Sixalix atropurpurea,0.0967741935483871,0.3870967741935484,1.0,0.1612903225806451,0.3225806451612903,1.0,0.1935483870967742,0.6129032258064516,1.0,0.1290322580645161,0.4193548387096774,1.0,0.2580645161290322,0.6774193548387096,1.0,0.2258064516129032,0.6451612903225806,1.0,31,13.0,Sixalix,False,Q4 high,narrow
Solanum americanum,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,125.0,Solanum,True,Q1 low,wide
Solanum umbelliferum,0.0,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,0.4444444444444444,1.0,0.3333333333333333,0.4444444444444444,1.0,0.3333333333333333,0.4444444444444444,1.0,0.1111111111111111,0.5555555555555556,1.0,9,23.0,Solanum,True,Q3,R2
Solidago canadensis,0.0342857142857142,0.1371428571428571,1.0,0.0571428571428571,0.2514285714285714,1.0,0.0514285714285714,0.2285714285714285,1.0,0.0514285714285714,0.2457142857142857,1.0,0.0514285714285714,0.2342857142857143,1.0,0.0514285714285714,0.2457142857142857,1.0,175,144.0,Solidago,True,Q4 high,wide
Solidago curtisii,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,11.0,Solidago,True,Q1 low,narrow
Solidago fistulosa,0.1,0.5,1.0,0.2,0.7,1.0,0.3,0.7,1.0,0.4,0.8,1.0,0.3,0.7,1.0,0.2,0.4,1.0,10,33.0,Solidago,True,Q3,R2
Solidago juncea,0.0625,0.171875,1.0,0.109375,0.421875,1.0,0.09375,0.3125,1.0,0.109375,0.390625,1.0,0.078125,0.390625,1.0,0.0625,0.375,1.0,64,192.0,Solidago,True,Q4 high,wide
Solidago odora,0.0588235294117647,0.1764705882352941,1.0,0.1764705882352941,0.5686274509803921,1.0,0.0980392156862745,0.2941176470588235,1.0,0.1176470588235294,0.4509803921568627,1.0,0.1568627450980392,0.5098039215686274,1.0,0.1176470588235294,0.5294117647058824,1.0,51,74.0,Solidago,True,Q4 high,R3
Solidago ptarmicoides,0.1111111111111111,0.2222222222222222,1.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.5555555555555556,1.0,0.1111111111111111,0.6666666666666666,1.0,0.0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.0,9,71.0,Solidago,True,Q3,R3
Solidago uliginosa,0.0,0.25,0.0,0.375,0.625,1.0,0.25,0.5,1.0,0.125,0.5,1.0,0.375,0.625,1.0,0.25,0.5,1.0,8,41.0,Solidago,True,Q3,R3
Sonchus arvensis,0.0845070422535211,0.2535211267605634,1.0,0.1126760563380281,0.3661971830985915,1.0,0.1267605633802817,0.4225352112676056,1.0,0.1126760563380281,0.4366197183098591,1.0,0.1126760563380281,0.3661971830985915,1.0,0.1126760563380281,0.4084507042253521,1.0,71,68.0,Sonchus,False,Q4 high,R3
Sonchus asper,0.1521739130434782,0.2608695652173913,1.0,0.1739130434782608,0.4347826086956521,1.0,0.0869565217391304,0.391304347826087,1.0,0.108695652173913,0.3695652173913043,1.0,0.108695652173913,0.4782608695652174,1.0,0.1304347826086956,0.4782608695652174,1.0,46,274.0,Sonchus,False,Q4 high,wide
Spergularia rubra,0.0,0.4285714285714285,0.0,0.1428571428571428,0.2857142857142857,1.0,0.1428571428571428,0.4285714285714285,1.0,0.0,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,1.0,0.2857142857142857,0.4285714285714285,1.0,7,109.0,Spergularia,False,Q3,wide
Spiraea lucida,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,3,64.0,Spiraea,True,Q2,R3
Spiranthes praecox,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,49.0,Spiranthes,True,Q1 low,R3
Spiranthes romanzoffiana,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.25,0.75,1.0,0.25,0.5,1.0,0.25,0.5,1.0,4,96.0,Spiranthes,True,Q2,R3
Sporobolus pumilus,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,2,19.0,Sporobolus,True,Q1 low,narrow
Stachys stebbinsii,0.0,0.2857142857142857,0.0,0.1428571428571428,0.7142857142857143,1.0,0.1428571428571428,0.8571428571428571,1.0,0.4285714285714285,0.7142857142857143,1.0,0.4285714285714285,0.7142857142857143,1.0,0.2857142857142857,0.8571428571428571,1.0,7,6.0,Stachys,True,Q3,narrow
Stanleya pinnata,0.1666666666666666,0.3333333333333333,1.0,0.1111111111111111,0.2222222222222222,1.0,0.1111111111111111,0.4444444444444444,1.0,0.1666666666666666,0.6111111111111112,1.0,0.1111111111111111,0.5555555555555556,1.0,0.1111111111111111,0.3333333333333333,1.0,18,99.0,Stanleya,False,Q3,R3
Stenanthium densum,0.25,0.25,1.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.0,4,17.0,Stenanthium,False,Q2,narrow
Stenanthium gramineum,0.0,0.0,0.0,0.0714285714285714,0.2142857142857142,1.0,0.0714285714285714,0.1428571428571428,1.0,0.0714285714285714,0.1428571428571428,1.0,0.0714285714285714,0.2857142857142857,1.0,0.0714285714285714,0.3571428571428571,1.0,14,25.0,Stenanthium,False,Q3,R2
Symphoricarpos longiflorus,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,29.0,Symphoricarpos,True,Q1 low,R2
Symphyotrichum adnatum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,16.0,Symphyotrichum,True,Q1 low,narrow
Symphyotrichum chilense,0.0652173913043478,0.2391304347826087,1.0,0.108695652173913,0.3043478260869565,1.0,0.0869565217391304,0.4782608695652174,1.0,0.1304347826086956,0.4130434782608695,1.0,0.1521739130434782,0.5652173913043478,1.0,0.1521739130434782,0.4347826086956521,1.0,46,36.0,Symphyotrichum,True,Q4 high,R2
Symphyotrichum firmum,0.0909090909090909,0.2727272727272727,1.0,0.3636363636363636,0.6363636363636364,1.0,0.1818181818181818,0.7272727272727273,1.0,0.1818181818181818,0.5454545454545454,1.0,0.1818181818181818,0.6363636363636364,1.0,0.1818181818181818,0.7272727272727273,1.0,11,19.0,Symphyotrichum,True,Q3,narrow
Symphyotrichum pratense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,Symphyotrichum,True,Q1 low,narrow
Symphyotrichum subspicatum,0.064516129032258,0.3548387096774194,1.0,0.1290322580645161,0.2903225806451613,1.0,0.1935483870967742,0.7419354838709677,1.0,0.1935483870967742,0.6774193548387096,1.0,0.2580645161290322,0.6774193548387096,1.0,0.1935483870967742,0.5806451612903226,1.0,31,22.0,Symphyotrichum,True,Q4 high,R2
Symphyotrichum tenuifolium,0.0714285714285714,0.2142857142857142,1.0,0.2857142857142857,0.5714285714285714,1.0,0.1428571428571428,0.5714285714285714,1.0,0.2142857142857142,0.5714285714285714,1.0,0.1428571428571428,0.6428571428571429,1.0,0.1428571428571428,0.4285714285714285,1.0,14,41.0,Symphyotrichum,True,Q3,R3
Syngonanthus flavidulus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,24.0,Syngonanthus,False,Q1 low,R2
Tamarix ramosissima,0.1904761904761904,0.7142857142857143,1.0,0.1904761904761904,0.6666666666666666,1.0,0.238095238095238,0.6190476190476191,1.0,0.0952380952380952,0.6190476190476191,1.0,0.0952380952380952,0.6190476190476191,1.0,0.0952380952380952,0.3809523809523809,1.0,21,73.0,Tamarix,True,Q4 high,R3
Tecoma stans,0.0769230769230769,0.3333333333333333,1.0,0.0512820512820512,0.3333333333333333,1.0,0.1538461538461538,0.3846153846153846,1.0,0.0769230769230769,0.3333333333333333,1.0,0.1538461538461538,0.4102564102564102,1.0,0.1538461538461538,0.4358974358974359,1.0,39,33.0,Tecoma,False,Q4 high,R2
Tephrosia onobrychoides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,Tephrosia,True,Q1 low,narrow
Tetradymia axillaris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22.0,Tetradymia,True,Q1 low,R2
Teucrium cubense,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,3,37.0,Teucrium,True,Q2,R2
Thermopsis montana,0.0,0.3333333333333333,0.0,0.4,0.8,1.0,0.4,0.7333333333333333,1.0,0.5333333333333333,0.8,1.0,0.5333333333333333,0.8666666666666667,1.0,0.6,0.8666666666666667,1.0,15,33.0,Thermopsis,True,Q3,R2
Thymophylla tenuiloba,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,3,19.0,Thymophylla,True,Q2,narrow
Tiedemannia filiformis,0.2,0.5,1.0,0.4,0.6,1.0,0.0,0.4,0.0,0.2,0.5,1.0,0.1,0.5,1.0,0.2,0.7,1.0,10,21.0,Tiedemannia,False,Q3,R2
Torilis nodosa,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,21.0,Torilis,True,Q1 low,R2
Tradescantia fluminensis,0.0,0.0,0.0,0.4285714285714285,0.4285714285714285,1.0,0.1428571428571428,0.5714285714285714,1.0,0.2857142857142857,0.5714285714285714,1.0,0.1428571428571428,0.5714285714285714,1.0,0.2857142857142857,0.5714285714285714,1.0,7,15.0,Tradescantia,True,Q3,narrow
Tragopogon dubius,0.1428571428571428,0.238095238095238,1.0,0.0952380952380952,0.2857142857142857,1.0,0.1428571428571428,0.4285714285714285,1.0,0.0952380952380952,0.3809523809523809,1.0,0.0476190476190476,0.4285714285714285,1.0,0.0476190476190476,0.3809523809523809,1.0,21,454.0,Tragopogon,True,Q4 high,wide
Tribulus terrestris,0.2666666666666666,0.6,1.0,0.2666666666666666,0.5333333333333333,1.0,0.2666666666666666,0.5333333333333333,1.0,0.1333333333333333,0.4,1.0,0.2,0.2666666666666666,1.0,0.1333333333333333,0.3333333333333333,1.0,15,199.0,Tribulus,True,Q3,wide
Trichostema parishii,0.0,0.5,0.0,0.25,0.75,1.0,0.5,0.75,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.75,1.0,4,11.0,Trichostema,True,Q2,narrow
Trifolium arvense,0.0769230769230769,0.3076923076923077,1.0,0.3076923076923077,0.7692307692307693,1.0,0.3076923076923077,0.5384615384615384,1.0,0.1538461538461538,0.6153846153846154,1.0,0.2307692307692307,0.6153846153846154,1.0,0.3846153846153846,0.7692307692307693,1.0,13,224.0,Trifolium,True,Q3,wide
Trifolium hirtum,0.2121212121212121,0.5151515151515151,1.0,0.1515151515151515,0.3939393939393939,1.0,0.1818181818181818,0.6060606060606061,1.0,0.1515151515151515,0.4848484848484848,1.0,0.1515151515151515,0.5151515151515151,1.0,0.1818181818181818,0.5151515151515151,1.0,33,77.0,Trifolium,True,Q4 high,R3
Trifolium incarnatum,0.1785714285714285,0.3571428571428571,1.0,0.2857142857142857,0.5714285714285714,1.0,0.2857142857142857,0.6428571428571429,1.0,0.3214285714285714,0.7142857142857143,1.0,0.3214285714285714,0.6785714285714286,1.0,0.3214285714285714,0.6785714285714286,1.0,28,241.0,Trifolium,True,Q4 high,wide
Trifolium repens,0.0333333333333333,0.1083333333333333,1.0,0.0416666666666666,0.1875,1.0,0.0416666666666666,0.1916666666666666,1.0,0.0416666666666666,0.1958333333333333,1.0,0.0375,0.1875,1.0,0.0375,0.1833333333333333,1.0,240,874.0,Trifolium,True,Q4 high,wide
Trillium ovatum,0.2,0.4,1.0,0.2,0.4,1.0,0.4,0.4,1.0,0.4,0.4,1.0,0.4,0.6,1.0,0.2,0.6,1.0,5,186.0,Trillium,True,Q2,wide
Turnera ulmifolia,0.0952380952380952,0.3809523809523809,1.0,0.0476190476190476,0.5238095238095238,1.0,0.238095238095238,0.6190476190476191,1.0,0.1904761904761904,0.6666666666666666,1.0,0.238095238095238,0.7142857142857143,1.0,0.238095238095238,0.6190476190476191,1.0,21,25.0,Turnera,False,Q4 high,R2
Ulmus rubra,0.0,0.0,0.0,0.0833333333333333,0.25,1.0,0.0833333333333333,0.3333333333333333,1.0,0.0,0.1666666666666666,0.0,0.0833333333333333,0.1666666666666666,1.0,0.0833333333333333,0.4166666666666667,1.0,12,71.0,Ulmus,True,Q3,R3
Vaccinium corymbosum,0.0179640718562874,0.0718562874251497,1.0,0.0538922155688622,0.1437125748502994,1.0,0.0419161676646706,0.1616766467065868,1.0,0.0538922155688622,0.1377245508982036,1.0,0.0359281437125748,0.1317365269461078,1.0,0.0179640718562874,0.1437125748502994,1.0,167,165.0,Vaccinium,True,Q4 high,wide
Vaccinium macrocarpon,0.0,0.15625,0.0,0.1875,0.3125,1.0,0.1875,0.34375,1.0,0.1875,0.3125,1.0,0.125,0.375,1.0,0.1875,0.34375,1.0,32,150.0,Vaccinium,True,Q4 high,wide
Vaccinium uliginosum,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,3,39.0,Vaccinium,True,Q2,R2
Veratrum viride,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,5,162.0,Veratrum,True,Q2,wide
Verbena canescens,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,20.0,Verbena,True,Q1 low,narrow
Verbena halei,0.3,0.8,1.0,0.1,0.7,1.0,0.1,0.8,1.0,0.2,0.8,1.0,0.2,0.7,1.0,0.1,0.6,1.0,10,68.0,Verbena,True,Q3,R3
Vernonia arkansana,0.0,0.25,0.0,0.1875,0.5,1.0,0.125,0.3125,1.0,0.1875,0.375,1.0,0.1875,0.5,1.0,0.25,0.6875,1.0,16,23.0,Vernonia,True,Q3,R2
Vernonia missurica,0.03125,0.4375,1.0,0.21875,0.6875,1.0,0.125,0.40625,1.0,0.21875,0.46875,1.0,0.21875,0.59375,1.0,0.28125,0.5625,1.0,32,27.0,Vernonia,True,Q4 high,R2
Vesper montanus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,21.0,Vesper,False,Q1 low,R2
Viburnum acerifolium,0.0,0.0,0.0,0.0,0.1578947368421052,0.0,0.0,0.0526315789473684,0.0,0.0,0.0526315789473684,0.0,0.1052631578947368,0.3157894736842105,1.0,0.1052631578947368,0.3157894736842105,1.0,19,376.0,Viburnum,True,Q4 high,wide
Viburnum lentago,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.0,0.1666666666666666,0.6666666666666666,1.0,6,212.0,Viburnum,True,Q2,wide
Viburnum nudum,0.1666666666666666,0.3333333333333333,1.0,0.1111111111111111,0.3333333333333333,1.0,0.0,0.2777777777777778,0.0,0.0555555555555555,0.3333333333333333,1.0,0.0,0.3888888888888889,0.0,0.0,0.3333333333333333,0.0,18,48.0,Viburnum,True,Q3,R3
Viburnum rafinesqueanum,0.0909090909090909,0.0909090909090909,1.0,0.1818181818181818,0.4545454545454545,1.0,0.0909090909090909,0.0909090909090909,1.0,0.0,0.2727272727272727,0.0,0.0,0.1818181818181818,0.0,0.0,0.3636363636363636,0.0,11,61.0,Viburnum,True,Q3,R3
Viburnum rhytidophyllum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,Viburnum,True,Q1 low,narrow
Viburnum sieboldii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18.0,Viburnum,True,Q1 low,narrow
Vicia acutifolia,0.0,0.75,0.0,0.25,0.25,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.5,0.75,1.0,0.5,0.75,1.0,4,34.0,Vicia,True,Q2,R2
Vicia benghalensis,0.0142857142857142,0.1285714285714285,1.0,0.1428571428571428,0.4714285714285714,1.0,0.1,0.3285714285714285,1.0,0.1,0.3428571428571428,1.0,0.1142857142857142,0.4857142857142857,1.0,0.1285714285714285,0.5,1.0,70,17.0,Vicia,True,Q4 high,narrow
Vinca minor,0.081081081081081,0.2162162162162162,1.0,0.054054054054054,0.3243243243243243,1.0,0.2432432432432432,0.4864864864864865,1.0,0.1621621621621621,0.3783783783783784,1.0,0.1351351351351351,0.4594594594594595,1.0,0.1891891891891892,0.5135135135135135,1.0,37,502.0,Vinca,True,Q4 high,wide
Viola lobata,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,32.0,Viola,True,Q1 low,R2
Viola pedata,0.0857142857142857,0.2,1.0,0.1428571428571428,0.4857142857142857,1.0,0.0857142857142857,0.2857142857142857,1.0,0.0857142857142857,0.2857142857142857,1.0,0.1142857142857142,0.3714285714285714,1.0,0.1428571428571428,0.4285714285714285,1.0,35,248.0,Viola,True,Q4 high,wide
Viola sempervirens,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,78.0,Viola,True,Q1 low,R3
Vitis rotundifolia,0.0,1.0,0.0,0.25,0.25,1.0,0.25,1.0,1.0,0.0,0.75,0.0,0.25,1.0,1.0,0.25,1.0,1.0,4,305.0,Vitis,True,Q2,wide
Wahlenbergia marginata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,74.0,Wahlenbergia,False,Q1 low,R3
Wisteria frutescens,0.25,0.4166666666666667,1.0,0.4166666666666667,0.8333333333333334,1.0,0.4166666666666667,0.75,1.0,0.5,0.8333333333333334,1.0,0.5833333333333334,0.8333333333333334,1.0,0.5833333333333334,0.9166666666666666,1.0,12,68.0,Wisteria,True,Q3,R3
Xylorhiza cognata,0.1428571428571428,0.4285714285714285,1.0,0.4285714285714285,0.5714285714285714,1.0,0.1428571428571428,0.5714285714285714,1.0,0.1428571428571428,0.2857142857142857,1.0,0.2857142857142857,0.5714285714285714,1.0,0.4285714285714285,0.7142857142857143,1.0,7,3.0,Xylorhiza,True,Q3,narrow
Yucca campestris,0.1428571428571428,0.1428571428571428,1.0,0.1428571428571428,0.2857142857142857,1.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,1.0,0.0,0.1428571428571428,0.0,7,13.0,Yucca,True,Q3,narrow
Zanthoxylum americanum,0.0952380952380952,0.0952380952380952,1.0,0.0476190476190476,0.0952380952380952,1.0,0.0952380952380952,0.1428571428571428,1.0,0.0952380952380952,0.1428571428571428,1.0,0.0952380952380952,0.238095238095238,1.0,0.0952380952380952,0.3809523809523809,1.0,21,104.0,Zanthoxylum,True,Q4 high,wide
Zephyranthes simpsonii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15.0,Zephyranthes,False,Q1 low,narrow
Zizia aurea,0.04375,0.0875,1.0,0.05,0.19375,1.0,0.04375,0.1875,1.0,0.04375,0.175,1.0,0.025,0.14375,1.0,0.025,0.1,1.0,160,274.0,Zizia,False,Q4 high,wide
