plant,r10_rank_n,r50_rank_n,hit_rank_n,r10_rank_n_tax_ldelta,r50_rank_n_tax_ldelta,hit_rank_n_tax_ldelta,r10_gbm_geo_tuned,r50_gbm_geo_tuned,hit_gbm_geo_tuned,r10_twotower_none,r50_twotower_none,hit_twotower_none,r10_twotower_bioclip,r50_twotower_bioclip,hit_twotower_bioclip,r10_twotower_bioclip2,r50_twotower_bioclip2,hit_twotower_bioclip2,degree,range_size,genus,genus_seen,deg_q,range_q
Hexasepalum teres,0.0526315789473684,0.1578947368421052,1.0,0.2631578947368421,0.4210526315789473,1.0,0.1052631578947368,0.2631578947368421,1.0,0.0526315789473684,0.3684210526315789,1.0,0.1578947368421052,0.6842105263157895,1.0,0.1052631578947368,0.3684210526315789,1.0,19,181.0,Hexasepalum,False,Q4 high,wide
Hibiscus coccineus,0.25,0.75,1.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.5,0.0,4,43.0,Hibiscus,True,Q2,R3
Hibiscus laevis,0.0,0.1111111111111111,0.0,0.2222222222222222,0.4074074074074074,1.0,0.1481481481481481,0.2592592592592592,1.0,0.1481481481481481,0.3703703703703703,1.0,0.1481481481481481,0.4074074074074074,1.0,0.2222222222222222,0.4074074074074074,1.0,27,137.0,Hibiscus,True,Q4 high,wide
Hibiscus syriacus,0.0816326530612244,0.3061224489795918,1.0,0.0816326530612244,0.2857142857142857,1.0,0.1836734693877551,0.4489795918367347,1.0,0.1836734693877551,0.4489795918367347,1.0,0.1428571428571428,0.5102040816326531,1.0,0.1224489795918367,0.5714285714285714,1.0,49,241.0,Hibiscus,True,Q4 high,wide
Hirschfeldia incana,0.1095890410958904,0.2876712328767123,1.0,0.1095890410958904,0.3698630136986301,1.0,0.1095890410958904,0.4520547945205479,1.0,0.0958904109589041,0.3287671232876712,1.0,0.1232876712328767,0.4657534246575342,1.0,0.1095890410958904,0.4657534246575342,1.0,73,54.0,Hirschfeldia,False,Q4 high,R3
Holocarpha virgata,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2,17.0,Holocarpha,True,Q1 low,narrow
Hordeum jubatum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.0,Hordeum,True,Q1 low,R3
Hymenothrix dissecta,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,26.0,Hymenothrix,False,Q1 low,R2
Hymenoxys richardsonii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.0,Hymenoxys,True,Q1 low,narrow
Hypericum fasciculatum,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2,28.0,Hypericum,True,Q1 low,R2
Hypericum galioides,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2,10.0,Hypericum,True,Q1 low,narrow
Hypericum mutilum,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,2,161.0,Hypericum,True,Q1 low,wide
Hypericum prolificum,0.081081081081081,0.1351351351351351,1.0,0.1621621621621621,0.4054054054054054,1.0,0.1891891891891892,0.3513513513513513,1.0,0.1891891891891892,0.4324324324324324,1.0,0.2162162162162162,0.3783783783783784,1.0,0.1891891891891892,0.4054054054054054,1.0,37,83.0,Hypericum,True,Q4 high,R3
Hypericum tetrapetalum,0.2,0.2,1.0,0.2,0.4,1.0,0.2,0.4,1.0,0.2,0.4,1.0,0.4,0.6,1.0,0.4,0.8,1.0,5,46.0,Hypericum,True,Q2,R3
Hypochaeris glabra,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.8333333333333334,0.0,0.1666666666666666,0.6666666666666666,1.0,6,55.0,Hypochaeris,True,Q2,R3
Hypoxis juncea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26.0,Hypoxis,True,Q1 low,R2
Impatiens pallida,0.0857142857142857,0.1714285714285714,1.0,0.2,0.4,1.0,0.0571428571428571,0.2,1.0,0.0857142857142857,0.2571428571428571,1.0,0.0857142857142857,0.3428571428571428,1.0,0.1142857142857142,0.4571428571428571,1.0,35,309.0,Impatiens,True,Q4 high,wide
Indigofera spicata,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,3,36.0,Indigofera,True,Q2,R2
Inula helenium,0.0416666666666666,0.25,1.0,0.125,0.3333333333333333,1.0,0.25,0.6666666666666666,1.0,0.2083333333333333,0.5416666666666666,1.0,0.2083333333333333,0.5416666666666666,1.0,0.25,0.625,1.0,24,52.0,Inula,False,Q4 high,R3
Ipomoea purpurea,0.027027027027027,0.081081081081081,1.0,0.1081081081081081,0.2162162162162162,1.0,0.081081081081081,0.2162162162162162,1.0,0.1081081081081081,0.2162162162162162,1.0,0.1081081081081081,0.2702702702702703,1.0,0.1081081081081081,0.2432432432432432,1.0,37,185.0,Ipomoea,True,Q4 high,wide
Iris savannarum,0.0,0.25,0.0,0.25,0.25,1.0,0.0,0.5,0.0,0.25,0.5,1.0,0.25,1.0,1.0,0.25,0.75,1.0,4,32.0,Iris,True,Q2,R2
Iva axillaris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18.0,Iva,True,Q1 low,narrow
Jacobaea vulgaris,0.048780487804878,0.1707317073170731,1.0,0.073170731707317,0.2439024390243902,1.0,0.0975609756097561,0.4146341463414634,1.0,0.0975609756097561,0.4146341463414634,1.0,0.073170731707317,0.4634146341463415,1.0,0.0975609756097561,0.4390243902439024,1.0,41,63.0,Jacobaea,False,Q4 high,R3
Jeffersonia diphylla,0.2,0.2,1.0,0.2,0.4,1.0,0.4,0.4,1.0,0.2,0.2,1.0,0.2,0.6,1.0,0.2,0.4,1.0,5,136.0,Jeffersonia,False,Q2,wide
Johnstonella angustifolia,0.2,0.6666666666666666,1.0,0.1333333333333333,0.4,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0666666666666666,0.5333333333333333,1.0,0.2666666666666666,0.6,1.0,0.2666666666666666,0.7333333333333333,1.0,15,36.0,Johnstonella,False,Q3,R2
Justicia californica,0.2083333333333333,0.5416666666666666,1.0,0.0833333333333333,0.3333333333333333,1.0,0.1666666666666666,0.5416666666666666,1.0,0.25,0.5,1.0,0.25,0.7083333333333334,1.0,0.1666666666666666,0.6666666666666666,1.0,24,32.0,Justicia,True,Q4 high,R2
Justicia pilosella,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,63.0,Justicia,True,Q1 low,R3
Kallstroemia grandiflora,0.1666666666666666,0.3333333333333333,1.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.1666666666666666,0.5,1.0,0.3333333333333333,0.5,1.0,6,31.0,Kallstroemia,True,Q2,R2
Kalmia microphylla,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,79.0,Kalmia,True,Q1 low,R3
Keckiella rothrockii,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3.0,Keckiella,True,Q2,narrow
Kerria japonica,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,37.0,Kerria,False,Q1 low,R2
Kolkwitzia amabilis,0.1111111111111111,0.2222222222222222,1.0,0.0,0.0,0.0,0.1666666666666666,0.5555555555555556,1.0,0.1111111111111111,0.2777777777777778,1.0,0.2777777777777778,0.5,1.0,0.2222222222222222,0.6111111111111112,1.0,18,22.0,Kolkwitzia,False,Q3,R2
Lactuca virosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,Lactuca,True,Q1 low,narrow
Lantana velutina,0.0,0.2222222222222222,0.0,0.3333333333333333,0.5555555555555556,1.0,0.1111111111111111,0.5555555555555556,1.0,0.1111111111111111,0.5555555555555556,1.0,0.1111111111111111,0.5555555555555556,1.0,0.1111111111111111,0.5555555555555556,1.0,9,7.0,Lantana,True,Q3,narrow
Leontodon saxatilis,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,28.0,Leontodon,False,Q1 low,R2
Leptosiphon androsaceus,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15.0,Leptosiphon,True,Q1 low,narrow
Lespedeza bicolor,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2,53.0,Lespedeza,True,Q1 low,R3
Lespedeza capitata,0.0652173913043478,0.1739130434782608,1.0,0.1304347826086956,0.4130434782608695,1.0,0.1304347826086956,0.391304347826087,1.0,0.1739130434782608,0.4130434782608695,1.0,0.1521739130434782,0.4347826086956521,1.0,0.1521739130434782,0.5217391304347826,1.0,46,139.0,Lespedeza,True,Q4 high,wide
Lespedeza stuevei,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,2,12.0,Lespedeza,True,Q1 low,narrow
Liatris elegantula,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,Liatris,True,Q1 low,narrow
Liatris hirsuta,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,2,30.0,Liatris,True,Q1 low,R2
Liatris ligulistylis,0.1153846153846153,0.3846153846153846,1.0,0.1153846153846153,0.5769230769230769,1.0,0.1923076923076923,0.5769230769230769,1.0,0.2307692307692307,0.6153846153846154,1.0,0.2307692307692307,0.6153846153846154,1.0,0.2307692307692307,0.6153846153846154,1.0,26,32.0,Liatris,True,Q4 high,R2
Liatris quadriflora,0.0,0.5714285714285714,0.0,0.2857142857142857,0.7142857142857143,1.0,0.1428571428571428,0.7142857142857143,1.0,0.1428571428571428,0.7142857142857143,1.0,0.1428571428571428,0.4285714285714285,1.0,0.2857142857142857,0.7142857142857143,1.0,7,13.0,Liatris,True,Q3,narrow
Ligustrum japonicum,0.1111111111111111,0.4444444444444444,1.0,0.3888888888888889,0.6111111111111112,1.0,0.2222222222222222,0.6111111111111112,1.0,0.2777777777777778,0.5555555555555556,1.0,0.2777777777777778,0.6666666666666666,1.0,0.3888888888888889,0.6666666666666666,1.0,18,90.0,Ligustrum,True,Q3,R3
Ligustrum lucidum,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,3,273.0,Ligustrum,True,Q2,wide
Ligustrum vulgare,0.2727272727272727,0.4545454545454545,1.0,0.4545454545454545,0.8181818181818182,1.0,0.1818181818181818,0.7272727272727273,1.0,0.1818181818181818,0.7272727272727273,1.0,0.2727272727272727,0.9090909090909092,1.0,0.3636363636363636,0.9090909090909092,1.0,11,186.0,Ligustrum,True,Q3,wide
Lilium kelloggii,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,6.0,Lilium,True,Q1 low,narrow
Limonium californicum,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,17.0,Limonium,True,Q1 low,narrow
Limonium sinuatum,0.1818181818181818,0.3636363636363636,1.0,0.2727272727272727,0.9090909090909092,1.0,0.3636363636363636,0.8181818181818182,1.0,0.6363636363636364,0.8181818181818182,1.0,0.5454545454545454,0.9090909090909092,1.0,0.5454545454545454,0.9090909090909092,1.0,11,13.0,Limonium,True,Q3,narrow
Linum bienne,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,2,28.0,Linum,True,Q1 low,R2
Liriodendron tulipifera,0.1363636363636363,0.1818181818181818,1.0,0.1136363636363636,0.1818181818181818,1.0,0.0909090909090909,0.1818181818181818,1.0,0.0681818181818181,0.1590909090909091,1.0,0.0909090909090909,0.2045454545454545,1.0,0.1136363636363636,0.25,1.0,44,476.0,Liriodendron,False,Q4 high,wide
Lithophragma affine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32.0,Lithophragma,True,Q1 low,R2
Lithophragma glabrum,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,84.0,Lithophragma,True,Q1 low,R3
Lithospermum occidentale,0.1666666666666666,0.6666666666666666,1.0,0.5,0.5,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,6,24.0,Lithospermum,True,Q2,R2
Lobelia inflata,0.0357142857142857,0.1428571428571428,1.0,0.0714285714285714,0.4285714285714285,1.0,0.0357142857142857,0.1428571428571428,1.0,0.0357142857142857,0.1785714285714285,1.0,0.1071428571428571,0.4285714285714285,1.0,0.1428571428571428,0.4642857142857143,1.0,28,399.0,Lobelia,True,Q4 high,wide
Lomatium dasycarpum,0.0833333333333333,0.3333333333333333,1.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.4166666666666667,1.0,0.0,0.1666666666666666,0.0,0.0,0.4166666666666667,0.0,0.0,0.0833333333333333,0.0,12,30.0,Lomatium,True,Q3,R2
Lonicera caerulea,0.0,0.0,0.0,0.1388888888888889,0.3611111111111111,1.0,0.0833333333333333,0.1944444444444444,1.0,0.0555555555555555,0.2222222222222222,1.0,0.1111111111111111,0.3888888888888889,1.0,0.0555555555555555,0.4444444444444444,1.0,36,13.0,Lonicera,True,Q4 high,narrow
Lonicera conjugialis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,41.0,Lonicera,True,Q1 low,R3
Lonicera japonica,0.1052631578947368,0.4210526315789473,1.0,0.1578947368421052,0.5263157894736842,1.0,0.2105263157894736,0.5,1.0,0.1842105263157894,0.5526315789473685,1.0,0.1842105263157894,0.631578947368421,1.0,0.1578947368421052,0.631578947368421,1.0,38,574.0,Lonicera,True,Q4 high,wide
Lonicera villosa,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,29.0,Lonicera,True,Q1 low,R2
Lotus corniculatus,0.0172413793103448,0.1551724137931034,1.0,0.0689655172413793,0.2672413793103448,1.0,0.0775862068965517,0.293103448275862,1.0,0.0775862068965517,0.3103448275862069,1.0,0.0775862068965517,0.3362068965517241,1.0,0.0862068965517241,0.3534482758620689,1.0,116,584.0,Lotus,True,Q4 high,wide
Ludwigia maritima,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28.0,Ludwigia,True,Q1 low,R2
Luina hypoleuca,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,2,14.0,Luina,False,Q1 low,narrow
Lupinus albifrons,0.1111111111111111,0.2777777777777778,1.0,0.2222222222222222,0.3333333333333333,1.0,0.2777777777777778,0.5555555555555556,1.0,0.2222222222222222,0.5,1.0,0.2777777777777778,0.6111111111111112,1.0,0.1666666666666666,0.5555555555555556,1.0,18,46.0,Lupinus,True,Q3,R3
Lupinus arboreus,0.0909090909090909,0.3636363636363636,1.0,0.2727272727272727,0.6363636363636364,1.0,0.1818181818181818,0.4545454545454545,1.0,0.3636363636363636,0.6363636363636364,1.0,0.3636363636363636,0.6363636363636364,1.0,0.3636363636363636,0.6363636363636364,1.0,11,28.0,Lupinus,True,Q3,R2
Lupinus arbustus,0.0,0.7142857142857143,0.0,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,1.0,0.7142857142857143,1.0,1.0,0.8571428571428571,1.0,1.0,0.7142857142857143,1.0,1.0,7,18.0,Lupinus,True,Q3,narrow
Lupinus pusillus,0.0,0.6,0.0,0.6,1.0,1.0,0.6,1.0,1.0,0.6,1.0,1.0,0.6,1.0,1.0,0.2,1.0,1.0,5,19.0,Lupinus,True,Q2,narrow
Lycium barbarum,0.4,0.4,1.0,0.2,0.6,1.0,0.4,0.8,1.0,0.6,0.8,1.0,0.4,0.8,1.0,0.4,0.8,1.0,5,19.0,Lycium,True,Q2,narrow
Lycium berlandieri,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,50.0,Lycium,True,Q1 low,R3
Lycium brevipes,0.3333333333333333,0.8333333333333334,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.8333333333333334,1.0,0.0,0.8333333333333334,0.0,0.1666666666666666,0.8333333333333334,1.0,0.1666666666666666,0.8333333333333334,1.0,6,12.0,Lycium,True,Q2,narrow
Lycium californicum,0.1666666666666666,0.3333333333333333,1.0,0.1666666666666666,0.3333333333333333,1.0,0.5,0.5,1.0,0.1666666666666666,0.3333333333333333,1.0,0.1666666666666666,0.5,1.0,0.1666666666666666,0.6666666666666666,1.0,6,6.0,Lycium,True,Q2,narrow
Lycium cooperi,0.25,0.5,1.0,0.125,0.5,1.0,0.25,0.625,1.0,0.0,0.375,0.0,0.375,0.625,1.0,0.125,0.625,1.0,8,15.0,Lycium,True,Q3,narrow
Lycopus americanus,0.0,0.1764705882352941,0.0,0.0588235294117647,0.2352941176470588,1.0,0.1176470588235294,0.1764705882352941,1.0,0.1764705882352941,0.2941176470588235,1.0,0.1176470588235294,0.2941176470588235,1.0,0.1176470588235294,0.2352941176470588,1.0,17,113.0,Lycopus,True,Q3,wide
Lysimachia clethroides,0.0416666666666666,0.2291666666666666,1.0,0.0104166666666666,0.0520833333333333,1.0,0.0729166666666666,0.3541666666666667,1.0,0.0625,0.2395833333333333,1.0,0.0520833333333333,0.25,1.0,0.0416666666666666,0.1875,1.0,96,134.0,Lysimachia,True,Q4 high,wide
Magnolia virginiana,0.0,0.2,0.0,0.2,0.2,1.0,0.2,0.4,1.0,0.2,0.2,1.0,0.4,0.4,1.0,0.2,0.4,1.0,5,125.0,Magnolia,True,Q2,wide
Malacothamnus fasciculatus,0.0714285714285714,0.2857142857142857,1.0,0.2142857142857142,0.4285714285714285,1.0,0.1785714285714285,0.5714285714285714,1.0,0.2142857142857142,0.5,1.0,0.1071428571428571,0.5357142857142857,1.0,0.25,0.5714285714285714,1.0,28,22.0,Malacothamnus,True,Q4 high,R2
Malacothamnus jonesii,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,Malacothamnus,True,Q1 low,narrow
Malosma laurina,0.0888888888888888,0.2222222222222222,1.0,0.0666666666666666,0.1555555555555555,1.0,0.1111111111111111,0.3111111111111111,1.0,0.1555555555555555,0.2666666666666666,1.0,0.0888888888888888,0.2666666666666666,1.0,0.1111111111111111,0.2666666666666666,1.0,45,21.0,Malosma,False,Q4 high,R2
Malvaviscus arboreus,0.1714285714285714,0.4,1.0,0.1714285714285714,0.4285714285714285,1.0,0.1142857142857142,0.3142857142857143,1.0,0.1142857142857142,0.3714285714285714,1.0,0.1428571428571428,0.4571428571428571,1.0,0.1428571428571428,0.5142857142857142,1.0,35,89.0,Malvaviscus,False,Q4 high,R3
Marshallia caespitosa,0.0,0.4285714285714285,0.0,0.1428571428571428,0.4285714285714285,1.0,0.1428571428571428,0.5714285714285714,1.0,0.2857142857142857,0.4285714285714285,1.0,0.2857142857142857,0.4285714285714285,1.0,0.2857142857142857,0.5714285714285714,1.0,7,13.0,Marshallia,True,Q3,narrow
Mecardonia acuminata,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,2,84.0,Mecardonia,False,Q1 low,R3
Medeola virginiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,285.0,Medeola,False,Q1 low,wide
Medicago lupulina,0.0612244897959183,0.1836734693877551,1.0,0.0408163265306122,0.3061224489795918,1.0,0.0816326530612244,0.3061224489795918,1.0,0.0408163265306122,0.2857142857142857,1.0,0.0612244897959183,0.3469387755102041,1.0,0.0816326530612244,0.3877551020408163,1.0,49,500.0,Medicago,True,Q4 high,wide
Melilotus officinalis,0.0454545454545454,0.0909090909090909,1.0,0.0454545454545454,0.1666666666666666,1.0,0.053030303030303,0.2272727272727272,1.0,0.0757575757575757,0.2424242424242424,1.0,0.0757575757575757,0.2651515151515151,1.0,0.0681818181818181,0.2727272727272727,1.0,132,413.0,Melilotus,True,Q4 high,wide
Melothria pendula,0.0,0.4,0.0,0.2,0.4,1.0,0.2,0.4,1.0,0.2,0.6,1.0,0.2,0.4,1.0,0.2,0.4,1.0,5,184.0,Melothria,False,Q2,wide
Menyanthes trifoliata,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,1.0,0.0,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,1.0,0.1428571428571428,0.4285714285714285,1.0,7,183.0,Menyanthes,False,Q3,wide
Mertensia longiflora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,6,20.0,Mertensia,True,Q2,narrow
Mertensia virginica,0.108695652173913,0.217391304347826,1.0,0.0869565217391304,0.3478260869565217,1.0,0.1521739130434782,0.4130434782608695,1.0,0.1739130434782608,0.3695652173913043,1.0,0.1521739130434782,0.4347826086956521,1.0,0.1739130434782608,0.4347826086956521,1.0,46,467.0,Mertensia,True,Q4 high,wide
Micranthes occidentalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.0,Micranthes,True,Q1 low,narrow
Micranthes petiolaris,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,2,20.0,Micranthes,True,Q1 low,narrow
Mikania scandens,0.0425531914893617,0.1808510638297872,1.0,0.0744680851063829,0.2978723404255319,1.0,0.1063829787234042,0.3191489361702128,1.0,0.0957446808510638,0.3191489361702128,1.0,0.1063829787234042,0.4148936170212766,1.0,0.0957446808510638,0.3297872340425531,1.0,94,234.0,Mikania,True,Q4 high,wide
Mirabilis laevis,0.2352941176470588,0.3529411764705882,1.0,0.2941176470588235,0.4705882352941176,1.0,0.2941176470588235,0.5294117647058824,1.0,0.1176470588235294,0.3529411764705882,1.0,0.2941176470588235,0.4705882352941176,1.0,0.3529411764705882,0.7058823529411765,1.0,17,83.0,Mirabilis,True,Q3,R3
Mitella diphylla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,236.0,Mitella,False,Q1 low,wide
Monardella breweri,0.1666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.1666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.1666666666666666,0.6666666666666666,1.0,0.0,0.8333333333333334,0.0,6,15.0,Monardella,True,Q2,narrow
Monoptilon bellioides,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,3,44.0,Monoptilon,False,Q2,R3
Mucronea californica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3.0,Mucronea,False,Q1 low,narrow
Muscari neglectum,0.0833333333333333,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5833333333333334,1.0,0.5833333333333334,0.75,1.0,0.5,0.75,1.0,0.4166666666666667,0.9166666666666666,1.0,12,46.0,Muscari,True,Q3,R3
Myosotis discolor,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,71.0,Myosotis,True,Q1 low,R3
Myosotis verna,0.0526315789473684,0.0526315789473684,1.0,0.0,0.0526315789473684,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0526315789473684,0.2105263157894736,1.0,0.1052631578947368,0.2105263157894736,1.0,19,16.0,Myosotis,True,Q4 high,narrow
Nabalus albus,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,138.0,Nabalus,True,Q1 low,wide
Nabalus altissimus,0.25,0.25,1.0,0.25,0.25,1.0,0.25,0.75,1.0,0.25,0.75,1.0,0.5,0.75,1.0,0.5,0.75,1.0,4,217.0,Nabalus,True,Q2,wide
Nabalus racemosus,0.0,0.2,0.0,0.2,0.2,1.0,0.6,1.0,1.0,0.6,1.0,1.0,0.0,0.8,0.0,0.4,1.0,1.0,5,31.0,Nabalus,True,Q2,R2
Nabalus trifoliolatus,0.0,0.6,0.0,0.2,0.2,1.0,0.4,1.0,1.0,0.6,1.0,1.0,0.2,0.6,1.0,0.4,0.6,1.0,5,61.0,Nabalus,True,Q2,R3
Nandina domestica,0.2,0.6,1.0,0.4,0.6,1.0,0.6,0.8,1.0,0.6,0.8,1.0,0.6,0.6,1.0,0.6,1.0,1.0,5,204.0,Nandina,False,Q2,wide
Narthecium californicum,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,9.0,Narthecium,False,Q1 low,narrow
Nassella pulchra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.0,Nassella,False,Q1 low,narrow
